date_mutation,budget,surface,quartier,adresse_nom_voie
2024-04-29,60000.0,15.0,Section 000CY,AV DE CLARET
2024-04-29,75000.0,24.0,Section 000CW,IMP EL KANTARA
2024-04-29,249000.0,91.0,Section 000BZ,QUAI MARCEL PAGNOL
2024-04-29,127000.0,40.0,Section 000CY,IMP JEANNE JUGAN
2024-04-29,89930.0,35.0,Section 000CK,RUE TRUGUET
2024-04-29,165770.0,58.0,Section 000BH,CHE DE LA MAURINIERE
2024-04-29,144400.0,42.0,Section 000BV,RUE SAINTE CHRISTINE
2024-04-29,265000.0,63.0,Section 000BS,BD EDOUARD AIGUIER
2024-04-29,4808681.0,0.0,Section 000BE,AV JOSEPH GASQUET
2024-04-29,5000.0,0.0,Section 000DM,RUE DEJUSSIEU PONTCARRAL
2024-04-29,165000.0,70.0,Section 000AS,RUE BOURSSET
2024-04-29,112000.0,40.0,Section 000BV,RUE GEORGES BERTON
2024-04-26,210000.0,81.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2024-04-26,265000.0,135.0,Section 000CY,RUE ANTOINE BONNET
2024-04-26,295970.0,70.0,Section 000BY,AV DU PORT DE PLAISANCE
2024-04-26,525000.0,100.0,Section 000DI,TRA CHAMP MILLE
2024-04-26,262000.0,69.0,Section 000AR,RUE DU DOCTEUR BARROIS
2024-04-26,269000.0,57.0,Section 000AV,AV COLONEL PICOT
2024-04-26,233000.0,68.0,Section 000BP,AV FRANCOIS NARDI
2024-04-26,168000.0,63.0,Section 000BS,RUE MONSEIGNEUR FREPPEL
2024-04-26,200500.0,44.0,Section 000BP,CHE DE LA CHARTREUSE
2024-04-26,60000.0,35.0,Section 000CZ,AV GENERAL GOURAUD
2024-04-26,110000.0,78.0,Section 000CD,RUE LULLI
2024-04-26,453275.0,67.0,Section 000EP,CHE DU COLLET DE SAINT PIERRE
2024-04-26,105000.0,57.0,Section 000CD,BD PAUL BERT
2024-04-26,32000.0,0.0,Section 000CK,AV GEORGES CLEMENCEAU
2024-04-26,187800.0,55.0,Section 000BX,RUE DENIS LITARDI
2024-04-26,95000.0,62.0,Section 000CX,RUE DU JEU DE PAUME
2024-04-25,130000.0,51.0,Section 000CY,L'ORION
2024-04-25,185000.0,51.0,Section 000AO,AV DE LA VICTOIRE DU 8 5 1945
2024-04-25,430000.0,120.0,Section 000CZ,IMP ALLONGUE
2024-04-25,25000.0,0.0,Section 000CI,AV PHILIPPE LEBON
2024-04-25,219000.0,54.0,Section 000BS,BD DE LA MARTILLE
2024-04-25,364990.0,96.0,Section 000EW,CHE BARTHELEMY FLORENT
2024-04-25,479750.0,120.0,Section 000AK,BD DOCTEUR FELIX ESCUDIER
2024-04-25,143000.0,72.0,Section 000BZ,AV FRANKLIN ROOSEVELT
2024-04-25,147900.0,21.0,Section 000DS,AV ANDRE LE CHATELIER
2024-04-25,121250.0,53.0,Section 000CY,CHE DE PLAISANCE
2024-04-25,21000.0,0.0,Section 000BR,RUE GENERAL MICHEL AUDEOUD
2024-04-25,1338000.0,133.0,Section 000BS,CHE DE MOGADOR
2024-04-25,280000.0,64.0,Section 000AN,RUE SANDRALY
2024-04-24,1292000.0,133.0,Section 000BL,AV DE LA RESISTANCE
2024-04-24,240000.0,90.0,Section 000BZ,AV D ENTRECASTEAUX
2024-04-24,353646.0,0.0,Section 000CY,None
2024-04-24,165000.0,88.0,Section 000BZ,PL LOUIS PASTEUR
2024-04-24,87000.0,25.0,Section 000BY,RUE MARC ET YVONNE BARON
2024-04-24,76000.0,40.0,Section 000CM,AV DE LA REPUBLIQUE
2024-04-24,46250.0,76.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2024-04-24,109000.0,43.0,Section 000AT,AV DE L ELISA
2024-04-24,15000.0,0.0,Section 000EO,VCHE VIEUX CHEMIN DES POMETS
2024-04-23,556000.0,180.0,Section 000ES,CHE DE LA CARRAIRE
2024-04-23,367000.0,118.0,Section 000CP,AV DU MARECHAL FOCH
2024-04-23,131500.0,33.0,Section 000BV,BD EUGENE PELLETAN
2024-04-23,338100.0,88.0,Section 000CZ,IMP ALLONGUE
2024-04-23,105000.0,67.0,Section 000BE,RUE LIEUTENANT THIERRY
2024-04-23,135000.0,52.0,Section 000DK,RUE CHEVALIER P CASSINE
2024-04-23,123797.0,88.0,Section 000CW,IMP MATHIEU
2024-04-23,25350.0,44.0,Section 000BV,BD SAINTE HELENE
2024-04-23,65000.0,62.0,Section 000CY,BD BAUCHIERE
2024-04-23,311150.0,67.0,Section 000BV,BD GRIGNAN
2024-04-23,99000.0,46.0,Section 000CN,RUE RICHARD ANDRIEU
2024-04-23,137000.0,54.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2024-04-23,28000.0,0.0,Section 000DS,RUE DU VELODROME
2024-04-23,68500.0,36.0,Section 000CH,RUE REGIMBAUD
2024-04-23,380476.0,120.0,Section 000BS,BD DE LA MARTILLE
2024-04-22,73000.0,30.0,Section 000CH,BD MARECHAL JOFFRE
2024-04-22,156000.0,208.0,Section 000CN,RUE AUGUSTIN DAUMAS
2024-04-22,805000.0,294.0,Section 000AD,CHE GAUDISSARD
2024-04-22,105000.0,61.0,Section 000BR,RUE REVEREND PERE DE FOUCAULD
2024-04-22,364950.0,109.0,Section 000AR,RUE CAPITAINE HENRI GAUTIER
2024-04-22,18000.0,0.0,Section 000BP,AV FRANCOIS NARDI
2024-04-22,50700.0,40.0,Section 000CW,PL COLONEL BONNIER
2024-04-22,445000.0,305.0,Section 000CK,BD DE STRASBOURG
2024-04-22,25000.0,0.0,Section 000CY,AV GENERAL NOGUES
2024-04-22,151560.0,41.0,Section 000BP,AV FRANCOIS NARDI
2024-04-22,134432.0,27.0,Section 000BW,BD DU DOCTEUR CUNEO
2024-04-19,17000.0,0.0,Section 000DS,CHE DE FORGENTIER
2024-04-19,134000.0,74.0,Section 000CD,RUE PAUL ARENE
2024-04-19,60000.0,0.0,Section 000CL,RUE VINCENT COURDOUAN
2024-04-19,340000.0,85.0,Section 000BY,AV DU PORT DE PLAISANCE
2024-04-19,190000.0,68.0,Section 000DL,BD ALPHAND
2024-04-19,91000.0,34.0,Section 000DE,PL COMMANDANT LAMY
2024-04-19,81000.0,27.0,Section 000CN,RUE PIERRE SEMARD
2024-04-19,265000.0,405.0,Section 000CK,RUE VICTOR CLAPPIER
2024-04-19,570000.0,660.0,Section 000DR,RUE BONFANTE
2024-04-19,85000.0,26.0,Section 000AP,RUE DELPECH
2024-04-19,484550.0,100.0,Section 000DT,CHE DE L ORATOIRE
2024-04-19,35000.0,63.0,Section 000DM,RUE DEJUSSIEU PONTCARRAL
2024-04-18,25000.0,0.0,Section 000AN,BD DOCTEUR CHARLES BARNIER
2024-04-18,41000.0,0.0,Section 000CY,RUE PEYRE FERRY
2024-04-18,175000.0,0.0,Section 000BE,RUE DE TURENNE
2024-04-18,90300.0,30.0,Section 000CX,AV DU 1ER BATAILLON CHOC
2024-04-18,126000.0,67.0,Section 000CD,AV ANTOINE SENEQUIER
2024-04-18,59000.0,23.0,Section 000CX,TRA LACORDAIRE
2024-04-18,130000.0,67.0,Section 000CW,AV LEON JOUHAUX
2024-04-18,395750.0,85.0,Section 000AH,ALL DES BOUGAINVILLEES
2024-04-18,300000.0,66.0,Section 000AW,AV DES OLIVIERS
2024-04-18,143000.0,76.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2024-04-18,409000.0,0.0,Section 000BI,RUE ELZEAR JOUVEAU
2024-04-18,60000.0,17.0,Section 000CN,RUE LARMODIEU
2024-04-18,124000.0,59.0,Section 000DK,RUE OCTAVE TEISSIER
2024-04-18,220000.0,57.0,Section 000AX,ALL DES AVIATEURS
2024-04-18,300000.0,140.0,Section 000CO,RUE DE CHABANNES
2024-04-18,401700.0,95.0,Section 000CI,AV FRANCOIS CUZIN
2024-04-18,110000.0,44.0,Section 000BY,RUE MARC ET YVONNE BARON
2024-04-18,148000.0,53.0,Section 000BV,RUE CHARTREUSE DE MONTRIEUX
2024-04-18,35000.0,25.0,Section 000CX,AV MARECHAL BUGEAUD
2024-04-17,14000.0,0.0,Section 000CI,AV PHILIPPE LEBON
2024-04-17,200000.0,56.0,Section 000AL,COR MARIUS ESCARTEFIGUE
2024-04-17,132000.0,63.0,Section 000CX,BD LOUIS PICON
2024-04-17,73000.0,29.0,Section 000CN,RUE DE POMET
2024-04-17,175000.0,118.0,Section 000CD,AV FRANCOIS CUZIN
2024-04-17,28000.0,0.0,Section 000AN,RUE ADOLPHE BONY
2024-04-17,165000.0,89.0,Section 000CY,AV GENERAL NOGUES
2024-04-16,382000.0,69.0,Section 000EH,CHE DE L ORATOIRE
2024-04-16,213779.0,72.0,Section 000DV,CHE DE LA BAUME
2024-04-16,505000.0,141.0,Section 000BX,RUE JOSEPH
2024-04-16,450000.0,90.0,Section 000DM,CHE RENE GRAILLES
2024-04-16,87000.0,67.0,Section 000AV,RUE DE NICE
2024-04-16,74000.0,38.0,Section 000CY,AV DOCTEUR FONTAN
2024-04-16,11000.0,8.0,Section 000CL,RUE GARIBALDI
2024-04-16,110000.0,45.0,Section 000CI,BD EDGAR AMIGAS
2024-04-16,150000.0,69.0,Section 000CW,RUE FELIX MAYOL
2024-04-16,22000.0,0.0,Section 000CW,BD BARTHELEMY
2024-04-16,69300.0,45.0,Section 000CZ,AV GENERAL GOURAUD
2024-04-16,96700.0,99.0,Section 000CL,RUE SAINT VINCENT
2024-04-16,14000.0,11.0,Section 000CW,AV DU 15E CORPS
2024-04-15,166300.0,69.0,Section 000CW,RUE FELIX MAYOL
2024-04-15,129300.0,45.0,Section 000BR,BD JULES MICHELET
2024-04-15,320300.0,84.0,Section 000AR,IMP EYRAUD
2024-04-15,24000.0,0.0,Section 000BD,AV JOSEPH GASQUET
2024-04-15,80000.0,55.0,Section 000DK,RUE CHEVALIER P CASSINE
2024-04-15,57000.0,28.0,Section 000CN,RUE PIERRE SEMARD
2024-04-15,605000.0,300.0,Section 000AD,CHE DE TERRE ROUGE
2024-04-15,46200.0,70.0,Section 000AK,IMP LOUIS BONAMICI
2024-04-15,183600.0,65.0,Section 000CO,PL D ARMES
2024-04-15,270000.0,93.0,Section 000CY,RUE VICTOR REYMONENQ
2024-04-15,202000.0,67.0,Section 000CI,AV COLONEL FABIEN
2024-04-15,195000.0,88.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2024-04-12,13000.0,0.0,Section 000DL,QUAI RIVIERE NEUVE
2024-04-12,110000.0,43.0,Section 000AS,RUE LIEUTENANT LEANDRI
2024-04-12,25500.0,0.0,Section 000DH,AV DES MOULINS
2024-04-12,63525.0,35.0,Section 000CI,AV PHILIPPE LEBON
2024-04-12,170000.0,75.0,Section 000CY,RUE COULMIER
2024-04-12,173000.0,66.0,Section 000DK,RUE MAGENTA
2024-04-12,237700.0,90.0,Section 000BE,AV COLONEL PICOT
2024-04-11,12000.0,0.0,Section 000CI,AV PHILIPPE LEBON
2024-04-11,88000.0,45.0,Section 000CN,RUE DE L ETOILE
2024-04-11,25000.0,0.0,Section 000BE,RUE LIEUTENANT THIERRY
2024-04-11,87000.0,71.0,Section 000AX,AV FORBIN
2024-04-11,145000.0,63.0,Section 000BZ,AV D ENTRECASTEAUX
2024-04-11,150000.0,50.0,Section 000BS,BD PAULIN BERTRAND
2024-04-11,151100.0,45.0,Section 000CL,CRS LAFAYETTE
2024-04-11,160000.0,37.0,Section 000BV,RUE CASTILLON
2024-04-10,150000.0,100.0,Section 000DP,RUE D ABIDJAN
2024-04-10,63500.0,28.0,Section 000CY,AV AMIRAL COLLET
2024-04-10,513000.0,174.0,Section 000AM,BD AMIRAL VENCE
2024-04-10,168000.0,43.0,Section 000BV,RUE LAMALGUE
2024-04-10,126000.0,63.0,Section 000CW,BD BARTHELEMY
2024-04-10,215000.0,52.0,Section 000DI,RUE CHANOINE BOUISSON
2024-04-10,75610.0,15.0,Section 000BV,RUE CHARTREUSE DE MONTRIEUX
2024-04-10,190000.0,62.0,Section 000BW,BD COMMANDANT ANDRE BOURGES
2024-04-10,500.0,0.0,Section 000BV,RUE LAMALGUE
2024-04-10,33000.0,0.0,Section 000CW,BD GENERAL BROSSET
2024-04-10,23000.0,0.0,Section 000AW,BD DES ARMARIS
2024-04-09,18000.0,0.0,Section 000CD,AV ANTOINE SENEQUIER
2024-04-09,91000.0,31.0,Section 000CK,AV GEORGES CLEMENCEAU
2024-04-09,20000.0,0.0,Section 000BP,AV FRANCOIS NARDI
2024-04-09,51500.0,24.0,Section 000CY,CHE DE PLAISANCE
2024-04-09,477808.0,145.0,Section 000DT,RUE DE CRIMEE
2024-04-09,395000.0,141.0,Section 000DT,AV ANDRE LE CHATELIER
2024-04-09,236301.0,40.0,Section 000BO,CHE DE LA CALADE
2024-04-09,215000.0,42.0,Section 000BH,CHE DE LA MAURINIERE
2024-04-09,70000.0,24.0,Section 000AV,RUE DE NICE
2024-04-09,300710.0,81.0,Section 000AP,RUE FRAIZE
2024-04-09,26500.0,0.0,Section 000AN,BD DOCTEUR CHARLES BARNIER
2024-04-09,125000.0,82.0,Section 000CX,LE COLBERT
2024-04-09,100000.0,63.0,Section 000BX,RUE HELENE BOUCHER
2024-04-08,85000.0,28.0,Section 000AR,RUE VICTOR COCHET
2024-04-08,185000.0,65.0,Section 000BN,CHE DE LA CALADE
2024-04-08,130000.0,60.0,Section 000DK,CHE DU TEMPLE
2024-04-08,174000.0,56.0,Section 000EW,CHE DU FORT ROUGE
2024-04-08,35000.0,60.0,Section 000CX,RUE MOREAU
2024-04-08,400000.0,324.0,Section 000CN,RUE CHARLES PONCY
2024-04-08,107500.0,20.0,Section 000AL,COR MARIUS ESCARTEFIGUE
2024-04-08,129000.0,120.0,Section 000CY,AV DOCTEUR FONTAN
2024-04-08,2000000.0,370.0,Section 000BI,CHE DES BERGERS
2024-04-08,109000.0,68.0,Section 000CY,AV AUGUSTE BERTHON
2024-04-08,160000.0,48.0,Section 000BI,RUE VICTOR GELU PROLONGEE
2024-04-08,450000.0,103.0,Section 000DW,CHE DES FOURS A CHAUX
2024-04-08,81500.0,39.0,Section 000CM,CRS LAFAYETTE
2024-04-08,14000.0,0.0,Section 000CE,AV AMIRAL DAVELUY
2024-04-08,238400.0,43.0,Section 000AN,BD DU FARON
2024-04-05,218200.0,59.0,Section 000BY,BD BAZEILLES
2024-04-05,30000.0,0.0,Section 000BO,RES ST MARC
2024-04-05,246460.0,68.0,Section 000CY,RUE DOCTEUR AURRAN
2024-04-05,195000.0,93.0,Section 000CD,RUE LULLI
2024-04-05,32000.0,0.0,Section 000BV,BD BAZEILLES
2024-04-05,390000.0,85.0,Section 000AR,RUE KLEBER
2024-04-05,150000.0,83.0,Section 000CK,RUE TRUGUET
2024-04-05,80000.0,19.0,Section 000BY,RUE MARC ET YVONNE BARON
2024-04-05,83000.0,39.0,Section 000CN,RUE VICTOR MICHOLET
2024-04-05,125000.0,72.0,Section 000CW,AV ARISTIDE BRIAND
2024-04-05,186500.0,51.0,Section 000CX,AV DU 1ER BATAILLON CHOC
2024-04-05,85000.0,45.0,Section 000CX,BD LOUIS PICON
2024-04-05,175800.0,62.0,Section 000AZ,RUE MELPOMENE
2024-04-05,129590.0,60.0,Section 000CM,PL A L HUILE
2024-04-05,130000.0,66.0,Section 000BR,RUE GENERAL MICHEL AUDEOUD
2024-04-05,185150.0,82.0,Section 000DS,CHE DE FORGENTIER
2024-04-05,164200.0,77.0,Section 000CD,AV DUSSAP
2024-04-05,219000.0,47.0,Section 000BV,RUE SAINTE CHRISTINE
2024-04-05,360500.0,115.0,Section 000DP,RUE DU DAHOMEY
2024-04-05,367000.0,79.0,Section 000EM,RUE CLAIRE JOIE
2024-04-05,20000.0,0.0,Section 000DP,RUE DU LT ANDRE FOURNIER
2024-04-05,120000.0,57.0,Section 000CW,AV ARISTIDE BRIAND
2024-04-05,145000.0,52.0,Section 000CK,RUE D ANTRECHAUS
2024-04-04,82000.0,32.0,Section 000CY,AV DOCTEUR FONTAN
2024-04-04,180000.0,55.0,Section 000CK,AV GEORGES CLEMENCEAU
2024-04-04,71610.0,15.0,Section 000DK,CHE DU TEMPLE
2024-04-04,109900.0,57.0,Section 000CN,RUE DES RIAUX
2024-04-04,22000.0,0.0,Section 000CH,IMP DES MURIERS
2024-04-04,186000.0,59.0,Section 000BP,AV DE LA RESISTANCE
2024-04-04,151000.0,38.0,Section 000AS,AV MARCEAU
2024-04-04,221000.0,0.0,Section 000CK,None
2024-04-04,307000.0,76.0,Section 000DR,AV GAI COTEAU
2024-04-04,164300.0,52.0,Section 000AR,RUE CHENARD HUCHE
2024-04-04,163000.0,89.0,Section 000BZ,AV FRANKLIN ROOSEVELT
2024-04-04,272000.0,184.0,Section 000BR,RUE GUEIT
2024-04-04,30000.0,0.0,Section 000BX,RUE LANGERON
2024-04-04,137000.0,42.0,Section 000BV,RUE JOSEPH CESARI
2024-04-03,160000.0,86.0,Section 000CI,AV FRANCOIS CUZIN
2024-04-03,150000.0,67.0,Section 000DI,QUAI COMMANDANT RIVIERE
2024-04-03,258000.0,165.0,Section 000EH,AV CHARLES MARENCO
2024-04-03,196000.0,72.0,Section 000BD,AV JOSEPH GASQUET
2024-04-03,146250.0,79.0,Section 000BZ,RUE JEAN PHILIPPE RAMEAU
2024-04-03,99900.0,57.0,Section 000CE,RUE DE SUEZ
2024-04-03,110000.0,39.0,Section 000CK,RUE D ANTRECHAUS
2024-04-03,211000.0,86.0,Section 000CK,AV COLBERT
2024-04-03,147650.0,44.0,Section 000BY,ALL DU DOCTEUR LAURES
2024-04-03,149800.0,76.0,Section 000CE,RUE CAPITAINE JOSEPH CASANOVA
2024-04-02,27000.0,0.0,Section 000DV,CHE DE RIGOUMEL
2024-04-02,3000.0,0.0,Section 000DM,RUE DEJUSSIEU PONTCARRAL
2024-04-02,252825.0,66.0,Section 000DH,RUE SIDI BRAHIM
2024-04-02,80000.0,57.0,Section 000AW,AV SGT GABRIEL JOURDAN
2024-04-02,470000.0,412.0,Section 000CN,RUE HENRI SEILLON
2024-04-02,232000.0,62.0,Section 000DL,BD DE LA CONVENTION
2024-04-02,125000.0,55.0,Section 000CP,RUE JEAN JAURES
2024-04-02,306900.0,92.0,Section 000BZ,RUE JEAN PHILIPPE RAMEAU
2024-04-02,170000.0,52.0,Section 000BV,RUE CASTILLON
2024-04-02,181500.0,40.0,Section 000BD,CHE DE LA RESSENCE
2024-04-02,475510.0,200.0,Section 000EV,CHE DE L HUBAC
2024-04-02,70000.0,33.0,Section 000CL,PL PAVE D AMOUR
2024-04-02,100000.0,57.0,Section 000EW,LES MONIQUES
2024-04-02,155000.0,63.0,Section 000CV,AV ARISTIDE BRIAND
2024-04-02,367250.0,56.0,Section 000AM,IMP DES COTEAUX FLEURIS
2024-04-02,65000.0,34.0,Section 000CE,AV BENOIT MALON
2024-04-02,430000.0,0.0,Section 000AR,RUE VICTOR ESCLANGON
2024-03-30,175000.0,55.0,Section 000BY,RUE JEAN GUILLAUME VIENNET
2024-03-29,65000.0,52.0,Section 000CM,AV DE LA REPUBLIQUE
2024-03-29,83500.0,23.0,Section 000CL,RUE JEAN AICARD
2024-03-29,130000.0,45.0,Section 000CE,RUE MARIUS TOUZET
2024-03-29,167900.0,70.0,Section 000AP,AV HENRI MATHIS
2024-03-29,350000.0,56.0,Section 000BH,RUE PIERRE DEVOLUY
2024-03-29,118850.0,50.0,Section 000CX,RUE SAINTE MARTHE
2024-03-29,350000.0,102.0,Section 000CI,AV GEORGES BIZET
2024-03-29,220000.0,87.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2024-03-29,518000.0,68.0,Section 000EM,RUE CLAIRE JOIE
2024-03-29,100000.0,43.0,Section 000BY,LA TOUR D'IVOIRE
2024-03-29,225000.0,77.0,Section 000BZ,QUAI MARCEL PAGNOL
2024-03-29,625000.0,137.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2024-03-29,9000.0,0.0,Section 000AH,CHE BEAU SITE
2024-03-29,425319.0,65.0,Section 000BK,IMP DU CAP
2024-03-29,232500.0,98.0,Section 000CO,AV VAUBAN
2024-03-29,310000.0,120.0,Section 000AN,BD TRUCY
2024-03-29,67000.0,38.0,Section 000CL,CRS LAFAYETTE
2024-03-29,147750.0,59.0,Section 000AX,AV COLONEL PICOT
2024-03-29,527000.0,80.0,Section 000DR,AV DUMONCEAU
2024-03-29,145000.0,74.0,Section 000BE,IMP BRUNO
2024-03-29,80000.0,50.0,Section 000CD,RUE SYLVAIN
2024-03-29,300000.0,79.0,Section 000BR,LE MEDICIS
2024-03-29,33000.0,12.0,Section 000CD,BD LEON BOURGEOIS
2024-03-29,252000.0,43.0,Section 000BH,BD CLAMOUR
2024-03-28,49000.0,54.0,Section 000CY,RUE MICHEL DE BOURGES
2024-03-28,200000.0,56.0,Section 000DR,RUE DAVID
2024-03-28,85000.0,52.0,Section 000CY,RUE MICHEL DE BOURGES
2024-03-28,120000.0,72.0,Section 000BZ,AV FRANKLIN ROOSEVELT
2024-03-28,250000.0,79.0,Section 000DL,BD DE L ESCAILLON
2024-03-28,33000.0,0.0,Section 000AN,BD DOCTEUR CHARLES BARNIER
2024-03-28,20800.0,0.0,Section 000CD,AV ANTOINE SENEQUIER
2024-03-28,346200.0,66.0,Section 000CI,AV MARCEL CASTIE
2024-03-28,60000.0,28.0,Section 000AM,IMP DU LIBAN
2024-03-28,220000.0,124.0,Section 000CN,AV DE LA REPUBLIQUE
2024-03-28,120850.0,62.0,Section 000CX,BD DE PARIS
2024-03-27,315000.0,99.0,Section 000ET,CD 46
2024-03-27,80000.0,74.0,Section 000CW,BD BARTHELEMY
2024-03-27,142700.0,65.0,Section 000CW,AV DU 15E CORPS
2024-03-27,90000.0,45.0,Section 000CO,RUE PEIRESC
2024-03-27,120000.0,0.0,Section 000CX,BD FLAMENQ
2024-03-27,123000.0,57.0,Section 000EW,LES MONIQUES
2024-03-27,157000.0,42.0,Section 000BV,RUE LATOUCHE TREVILLE
2024-03-27,25000.0,0.0,Section 000BY,ALL DU DOCTEUR LAURES
2024-03-27,430000.0,81.0,Section 000BT,BD MIRAMAR
2024-03-27,17500.0,0.0,Section 000CI,BD EDGAR AMIGAS
2024-03-27,265000.0,92.0,Section 000CO,RUE GIMELLI
2024-03-27,540000.0,330.0,Section 000DW,AV ERNEST ROLLER
2024-03-27,108000.0,71.0,Section 000CY,RUE DU ROI RENE
2024-03-27,76000.0,22.0,Section 000CL,RUE ALEZARD
2024-03-27,59000.0,23.0,Section 000CD,BD LEON BOURGEOIS
2024-03-26,185000.0,42.0,Section 000BS,BRASILI
2024-03-26,225145.0,88.0,Section 000DK,BD LOUIS PICON
2024-03-26,50000.0,77.0,Section 000DM,RUE DEJUSSIEU PONTCARRAL
2024-03-26,160000.0,58.0,Section 000BY,AV DU PORT DE PLAISANCE
2024-03-26,181000.0,103.0,Section 000CY,AV GENERAL NOGUES
2024-03-26,442700.0,134.0,Section 000AM,BD DE L ISERAN
2024-03-26,340000.0,50.0,Section 000AO,RUE GABRIEL
2024-03-26,120000.0,58.0,Section 000DI,PRIMEROSES
2024-03-26,30000.0,0.0,Section 000DK,RTE DE PLAISANCE
2024-03-26,4000.0,0.0,Section 000CO,RUE PEIRESC
2024-03-26,128000.0,57.0,Section 000AV,RUE DE NICE
2024-03-26,360000.0,226.0,Section 000CK,RUE PICOT
2024-03-26,16000.0,0.0,Section 000CD,RUE HENRI POINCARE
2024-03-26,160000.0,39.0,Section 000DL,BD ALPHAND
2024-03-26,92000.0,40.0,Section 000BV,BD BAZEILLES
2024-03-26,88000.0,54.0,Section 000DS,RUE DANIELLE CASANOVA
2024-03-26,91000.0,38.0,Section 000BE,AV DE LA ROSERAIE
2024-03-25,30000.0,0.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2024-03-25,104000.0,57.0,Section 000CI,RUE DRAGON
2024-03-25,394720.0,86.0,Section 000DS,BD DELESCLUZE
2024-03-25,83950.0,40.0,Section 000CE,BD MARECHAL JOFFRE
2024-03-25,78000.0,24.0,Section 000BY,RUE DOMINIQUE SANTINI
2024-03-25,230000.0,66.0,Section 000CO,PL ALBERT 1ER
2024-03-25,80000.0,37.0,Section 000BV,RUE JOSEPHINE
2024-03-25,400000.0,134.0,Section 000EI,CHE DES BONNES HERBES
2024-03-25,161500.0,89.0,Section 000CY,AV GENERAL NOGUES
2024-03-25,35000.0,31.0,Section 000CW,PL ABBE LEON SPARIAT
2024-03-25,82000.0,39.0,Section 000CN,RUE NICOLAS LAUGIER
2024-03-25,162500.0,55.0,Section 000BP,AV FRANCOIS NARDI
2024-03-22,192000.0,71.0,Section 000DV,CHE DE RIGOUMEL
2024-03-22,210000.0,62.0,Section 000CN,RUE ANATOLE FRANCE
2024-03-22,136000.0,34.0,Section 000AP,LES CHARDONS
2024-03-22,182000.0,74.0,Section 000DL,RUE DANIELLE CASANOVA
2024-03-22,144700.0,50.0,Section 000CO,BD PIERRE TOESCA
2024-03-22,26000.0,0.0,Section 000BE,AV JOSEPH GASQUET
2024-03-22,252000.0,92.0,Section 000CO,RUE PEIRESC
2024-03-22,55000.0,26.0,Section 000CN,RUE NICOLAS LAUGIER
2024-03-22,10500.0,0.0,Section 000AW,AV SGT GABRIEL JOURDAN
2024-03-22,171500.0,66.0,Section 000DR,AV DE BOURGOGNE
2024-03-21,85000.0,23.0,Section 000DS,CHE DE FORGENTIER
2024-03-21,200000.0,70.0,Section 000DL,BD SAINT JACQUES
2024-03-21,120000.0,50.0,Section 000AN,AV EMILE VINCENT
2024-03-21,254000.0,59.0,Section 000BS,BD EDOUARD AIGUIER
2024-03-21,345000.0,170.0,Section 000CX,RUE ELISEE RECLUS
2024-03-21,20500.0,0.0,Section 000DH,AV DES MOULINS
2024-03-21,225310.0,47.0,Section 000BV,RUE LAMALGUE
2024-03-21,210000.0,133.0,Section 000CZ,AV GENERAL GOURAUD
2024-03-21,135000.0,57.0,Section 000CI,RUE LAMARTINE
2024-03-21,17500.0,0.0,Section 000AW,BD DES ARMARIS
2024-03-21,28000.0,63.0,Section 000CW,BD BARTHELEMY
2024-03-21,43500.0,27.0,Section 000CZ,PL JEAN PORTALIS
2024-03-21,7000.0,63.0,Section 000CW,BD BARTHELEMY
2024-03-21,365000.0,236.0,Section 000CX,RUE LACORDAIRE
2024-03-21,85000.0,30.0,Section 000AS,BD ABBE DUPLOYE
2024-03-21,22000.0,0.0,Section 000BP,CHE DE LA CHARTREUSE
2024-03-21,7000.0,63.0,Section 000CW,BD BARTHELEMY
2024-03-20,190000.0,65.0,Section 000CL,RUE DE LORGUES
2024-03-20,91000.0,27.0,Section 000BR,AV PIERRE LOTI
2024-03-20,1250000.0,161.0,Section 000BO,CHE DE LA CALADE
2024-03-20,162500.0,25.0,Section 000CD,AV FREDERIC PASSY
2024-03-20,99000.0,43.0,Section 000CM,RUE DE LA FRATERNITE
2024-03-20,231100.0,67.0,Section 000BE,RUE PIERRE BORIES
2024-03-20,233000.0,45.0,Section 000AH,COR MARIUS ESCARTEFIGUE
2024-03-20,942300.0,85.0,Section 000BW,IMP DUTASTA
2024-03-20,408000.0,0.0,Section 000CY,None
2024-03-20,135000.0,56.0,Section 000BD,AV JOSEPH GASQUET
2024-03-20,135000.0,63.0,Section 000CL,RUE PAUL LENDRIN
2024-03-19,310000.0,64.0,Section 000CM,AV DE LA REPUBLIQUE
2024-03-19,240000.0,135.0,Section 000CX,RUE D ANNAM
2024-03-19,3808378.0,0.0,Section 000CX,BD DE PARIS
2024-03-19,62000.0,21.0,Section 000BE,RUE PIERRE BORIES
2024-03-19,155000.0,64.0,Section 000AR,PL MARIE CURIE
2024-03-19,255000.0,240.0,Section 000CL,RUE PAUL LENDRIN
2024-03-19,135000.0,59.0,Section 000CO,RUE ANATOLE FRANCE
