date_mutation,budget,surface,quartier,adresse_nom_voie
2025-06-30,802056.0,113.0,Section 000BV,BD SAINTE HELENE
2025-06-30,49000.0,0.0,Section 000AP,AV HENRI MATHIS
2025-06-30,125000.0,49.0,Section 000CD,AV NOBEL
2025-06-30,61000.0,27.0,Section 000CW,AV DU 1ER BATAILLON CHOC
2025-06-30,20000.0,0.0,Section 000AT,RUE DU CAPITAINE GAULD
2025-06-30,395000.0,82.0,Section 000CZ,RUE THEOPHILE GAUTIER
2025-06-30,749700.0,173.0,Section 000DT,CHE DE LA BEAUCAIRE
2025-06-30,134000.0,42.0,Section 000AO,AV DES ROSES
2025-06-30,438750.0,0.0,Section 000BK,AV DE LA RESISTANCE
2025-06-30,460000.0,65.0,Section 000BI,RUE ELZEAR JOUVEAU
2025-06-27,90000.0,52.0,Section 000CX,RUE FERNAND SARDOU
2025-06-27,141000.0,65.0,Section 000DS,CHE DE FORGENTIER
2025-06-27,330000.0,80.0,Section 000CM,AV DE LA REPUBLIQUE
2025-06-27,24000.0,0.0,Section 000EM,CHE DE LA MAJOURANE
2025-06-26,55000.0,50.0,Section 000CN,RUE NICOLAS LAUGIER
2025-06-26,232000.0,121.0,Section 000CO,AV VAUBAN
2025-06-26,145000.0,285.0,Section 000CN,RUE NICOLAS LAUGIER
2025-06-26,145000.0,52.0,Section 000CD,RUE VINCENT SCOTTO
2025-06-26,155000.0,77.0,Section 000DT,AV LT COLONEL CHABRIEL
2025-06-26,95000.0,67.0,Section 000CO,AV JEAN MOULIN
2025-06-26,110000.0,68.0,Section 000CN,RUE DES RIAUX
2025-06-26,185000.0,63.0,Section 000AR,AV LOUIS BOZZO
2025-06-26,235000.0,74.0,Section 000DS,TRA RICHARD
2025-06-26,28000.0,0.0,Section 000BR,CHE DE L ALMA
2025-06-26,125000.0,68.0,Section 000CX,BD DE PARIS
2025-06-25,21500.0,0.0,Section 000BT,BD JULES MICHELET
2025-06-25,97000.0,25.0,Section 000CH,BD MARECHAL JOFFRE
2025-06-25,290000.0,75.0,Section 000BX,BD EUGENE PELLETAN
2025-06-25,251500.0,89.0,Section 000BP,CHE DE LA CHARTREUSE
2025-06-24,87000.0,33.0,Section 000CY,RUE SAINT LAURENT
2025-06-24,150000.0,68.0,Section 000CX,BD DE PARIS
2025-06-24,160000.0,48.0,Section 000CN,RUE DE LA GLACIERE
2025-06-24,34000.0,0.0,Section 000CV,AV ARISTIDE BRIAND
2025-06-24,100710.0,19.0,Section 000BD,CHE DE LA RESSENCE
2025-06-23,90000.0,159.0,Section 000CH,BD MARECHAL JOFFRE
2025-06-23,22000.0,0.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2025-06-23,160000.0,76.0,Section 000CO,RUE JEAN JAURES
2025-06-23,86000.0,29.0,Section 000CN,RUE DE POMET
2025-06-23,75000.0,25.0,Section 000CN,RUE LOUIS JOURDAN
2025-06-23,76000.0,28.0,Section 000CL,RUE SAINT VINCENT
2025-06-20,115000.0,33.0,Section 000CN,RUE D ALGER
2025-06-20,355000.0,225.0,Section 000CP,RUE XAVIER SAVELLI
2025-06-20,127000.0,69.0,Section 000CP,AV MARECHAL LYAUTEY
2025-06-20,73000.0,105.0,Section 000AY,BD DES ARMARIS
2025-06-20,580000.0,120.0,Section 000BV,RUE PAUL MARCHELLI
2025-06-20,894000.0,160.0,Section 000BS,RUE GUSTAVE ZEDE
2025-06-20,138000.0,70.0,Section 000CI,BD ROBESPIERRE
2025-06-20,162000.0,67.0,Section 000AV,RUE DE NICE
2025-06-20,235000.0,330.0,Section 000CD,RUE HENRI POINCARE
2025-06-20,110000.0,46.0,Section 000CY,RUE DU ROI RENE
2025-06-20,215377.0,77.0,Section 000AZ,BD DES ARMARIS
2025-06-19,79000.0,32.0,Section 000CN,RUE CHARLES PONCY
2025-06-19,12000.0,75.0,Section 000CL,RUE JEAN AICARD
2025-06-19,65000.0,19.0,Section 000CM,PL DE LA POISSONNERIE
2025-06-19,146300.0,44.0,Section 000CX,AV AUGUSTE BLANQUI
2025-06-19,85000.0,39.0,Section 000BZ,PL LOUIS PASTEUR
2025-06-19,102000.0,90.0,Section 000CH,BD MARECHAL JOFFRE
2025-06-19,566000.0,110.0,Section 000AO,PL LT ROGER LAURET
2025-06-19,177000.0,62.0,Section 000DV,CHE DE RIGOUMEL
2025-06-19,16000.0,0.0,Section 000CI,RUE ROSSINI
2025-06-19,356800.0,58.0,Section 000BN,AV DE LA RESISTANCE
2025-06-19,288500.0,72.0,Section 000BV,RUE JOSEPHINE
2025-06-19,100766.0,76.0,Section 000AS,RUE BOURSSET
2025-06-18,437000.0,70.0,Section 000BT,BD JULES MICHELET
2025-06-17,32000.0,0.0,Section 000CY,AV DU MARECHAL FOCH
2025-06-17,93600.0,21.0,Section 000CI,RUE MAISSIN
2025-06-17,235000.0,57.0,Section 000BH,BD JEAN BAPTISTE ABEL
2025-06-17,414900.0,93.0,Section 000BP,CHE DE LA CHARTREUSE
2025-06-17,24000.0,0.0,Section 000DH,AV PRE FAUCHIER
2025-06-16,140000.0,39.0,Section 000AO,RUE THOULON
2025-06-16,399200.0,70.0,Section 000AR,RUE MICHEL MUSCATELLI
2025-06-16,27000.0,0.0,Section 000CH,BD LEOPOLD GENCE
2025-06-16,76000.0,43.0,Section 000CY,AV DOCTEUR FONTAN
2025-06-16,167000.0,79.0,Section 000BC,CHE DE FLORE
2025-06-16,240000.0,43.0,Section 000BH,BD CLAMOUR
2025-06-16,24000.0,0.0,Section 000BR,CHE DE L ALMA
2025-06-16,610000.0,80.0,Section 000BO,CHE DE LA CALADE
2025-06-16,130000.0,51.0,Section 000CL,CRS LAFAYETTE
2025-06-16,150000.0,0.0,Section 000DI,AV CLOVIS HUGUES
2025-06-16,140000.0,35.0,Section 000BX,COR LITTORAL FREDERIC MISTRAL
2025-06-13,348000.0,92.0,Section 000BD,CHE DE LA RESSENCE
2025-06-13,85000.0,33.0,Section 000CH,BD MARECHAL JOFFRE
2025-06-13,440000.0,204.0,Section 000DE,CHE DU FORT ROUGE
2025-06-13,270000.0,88.0,Section 000AR,RUE DU DOCTEUR BARROIS
2025-06-13,253080.0,48.0,Section 000CN,RUE DE LA GLACIERE
2025-06-13,80000.0,19.0,Section 000AP,BD DE LA DEMOCRATIE
2025-06-13,157500.0,52.0,Section 000BX,RUE MASSENA
2025-06-13,103550.0,41.0,Section 000CN,RUE DES RIAUX
2025-06-13,215000.0,77.0,Section 000BZ,QUAI MARCEL PAGNOL
2025-06-13,110000.0,30.0,Section 000CD,RUE VINCENT SCOTTO
2025-06-13,21000.0,22.0,Section 000CN,RUE NICOLAS LAUGIER
2025-06-13,81000.0,35.0,Section 000CM,RUE FERDINAND BRUNETIERE
2025-06-13,165000.0,84.0,Section 000AO,RUE CABISSOL
2025-06-13,18200.0,0.0,Section 000CO,RUE GIMELLI
2025-06-13,316500.0,184.0,Section 000CY,RUE AUDIBERT ESCLANGON
2025-06-13,116500.0,21.0,Section 000CE,BD MARECHAL JOFFRE
2025-06-13,680000.0,296.0,Section 000DZ,CHE DU CHATEAU ROSE
2025-06-13,175000.0,70.0,Section 000AR,AV VERT COTEAU
2025-06-13,53103.0,25.0,Section 000CL,RUE DES BOUCHERIES
2025-06-13,43730.0,60.0,Section 000CL,RUE DES BOUCHERIES
2025-06-13,86000.0,34.0,Section 000CN,RUE DE LA GLACIERE
2025-06-12,107500.0,55.0,Section 000EH,RUE DE CRIMEE
2025-06-12,227850.0,71.0,Section 000BY,LA TOUR D'IVOIRE
2025-06-12,263000.0,97.0,Section 000CO,RUE GIMELLI
2025-06-12,85100.0,28.0,Section 000CY,RUE SAINTE ELISABETH
2025-06-12,42160.0,55.0,Section 000BE,RUE DE TURENNE
2025-06-12,26500.0,0.0,Section 000CH,BD LEOPOLD GENCE
2025-06-12,127000.0,65.0,Section 000CW,AV LEON JOUHAUX
2025-06-12,31500.0,0.0,Section 000BP,CHE DE LA CHARTREUSE
2025-06-12,53000.0,0.0,Section 000CK,RUE VICTOR CLAPPIER
2025-06-12,531000.0,140.0,Section 000BS,BD DE LA MARTILLE
2025-06-12,60000.0,18.0,Section 000CO,RUE ANATOLE FRANCE
2025-06-12,455260.0,134.0,Section 000EP,CHE DE LA MIOGRANO
2025-06-12,20000.0,0.0,Section 000DR,RUE DAVID
2025-06-12,60000.0,28.0,Section 000CX,AV MARECHAL BUGEAUD
2025-06-12,58500.0,36.0,Section 000CX,RUE FERNAND SARDOU
2025-06-11,227500.0,0.0,Section 000CK,None
2025-06-11,150000.0,67.0,Section 000CI,AV MARCEL CASTIE
2025-06-11,132000.0,30.0,Section 000BX,RUE LANGERON
2025-06-11,230500.0,0.0,Section 000CK,None
2025-06-10,475000.0,93.0,Section 000DY,AV AUGUSTE BATTAREL
2025-06-10,212750.0,67.0,Section 000CI,AV GEORGES BIZET
2025-06-10,59000.0,38.0,Section 000CL,RUE GARIBALDI
2025-06-10,186040.0,72.0,Section 000CE,RUE REVEST
2025-06-10,98900.0,46.0,Section 000BV,BD SAINTE HELENE
2025-06-10,65000.0,30.0,Section 000CY,RUE MICHEL DE BOURGES
2025-06-10,187150.0,42.0,Section 000AV,AV COLONEL PICOT
2025-06-10,199000.0,56.0,Section 000EH,CHE DE MONEIRET
2025-06-10,3815000.0,4093.0,Section 000EK,LA BEAUCAIRE
2025-06-10,235000.0,78.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2025-06-10,155800.0,62.0,Section 000CP,AV DU MARECHAL FOCH
2025-06-10,442100.0,109.0,Section 000DI,IMP CHAMPOUX
2025-06-10,22000.0,0.0,Section 000CX,RUE FELIX MAYOL
2025-06-10,203150.0,72.0,Section 000DV,CHE DE RIGOUMEL
2025-06-09,140000.0,75.0,Section 000CM,RUE HENRI SEILLON
2025-06-06,190000.0,0.0,Section 000DR,MAROUME
2025-06-06,413000.0,94.0,Section 000DZ,MTE DE LA PAVEIGNE
2025-06-06,23000.0,0.0,Section 000DL,RUE CASSINI
2025-06-06,155000.0,66.0,Section 000DL,RUE CASSINI
2025-06-06,110000.0,42.0,Section 000CP,AV DU MARECHAL FOCH
2025-06-06,489700.0,96.0,Section 000AS,RUE ANDRE CHENIER
2025-06-06,138700.0,119.0,Section 000CO,BD DOCTEUR CHARLES BARNIER
2025-06-06,71000.0,140.0,Section 000DK,BD LOUIS PICON
2025-06-06,219000.0,85.0,Section 000AZ,BD DES ARMARIS
2025-06-06,520300.0,110.0,Section 000AN,BD DOCTEUR CHARLES BARNIER
2025-06-06,150000.0,43.0,Section 000BY,BD BAZEILLES
2025-06-05,115000.0,66.0,Section 000AY,CHEM VX CHEMIN DE SAINTE MUSSE
2025-06-05,95680.0,50.0,Section 000BX,BD BAZEILLES
2025-06-05,278000.0,71.0,Section 000AV,IMP CALVI
2025-06-05,7500.0,0.0,Section 000DZ,MAS DE LA GIRAUDE
2025-06-05,75000.0,26.0,Section 000CM,RUE POMME DE PIN
2025-06-05,75000.0,17.0,Section 000CO,BD DE TESSE
2025-06-05,365000.0,109.0,Section 000DP,RUE DU DAHOMEY
2025-06-05,35000.0,0.0,Section 000AN,APOLLON
2025-06-05,14500.0,0.0,Section 000CY,RUE THIERS
2025-06-05,448000.0,105.0,Section 000DZ,MAS DE LA GIRAUDE
2025-06-05,21000.0,0.0,Section 000BR,BD JULES MICHELET
2025-06-05,130000.0,67.0,Section 000BZ,LE MAYOL RUE LEON REBOUL
2025-06-05,490000.0,95.0,Section 000BS,BD DE LA MARTILLE
2025-06-05,377000.0,80.0,Section 000BN,CHE DE LA CALADE
2025-06-05,82000.0,38.0,Section 000AR,RUE CHARLES PEGUY
2025-06-04,378350.0,87.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2025-06-04,128500.0,35.0,Section 000CM,CRS LAFAYETTE
2025-06-04,115000.0,28.0,Section 000CY,RUE MARCEL SEMBAT
2025-06-04,140000.0,48.0,Section 000CX,AV DU 1ER BATAILLON CHOC
2025-06-04,1442300.0,510.0,Section 000BK,CHE DU PELICAN
2025-06-04,80340.0,24.0,Section 000DK,RUE SAINTE VICTOIRE
2025-06-04,400000.0,116.0,Section 000AX,AV DES OLIVIERS
2025-06-04,182861.0,87.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2025-06-03,78720.0,29.0,Section 000CY,RUE VICTOR REYMONENQ
2025-06-02,280000.0,187.0,Section 000BC,BD ENSEIGNE DE VAISSEAU GUES
2025-06-02,306500.0,79.0,Section 000BV,RUE CHAULIEU
2025-06-02,105000.0,27.0,Section 000BX,COR LITTORAL FREDERIC MISTRAL
2025-06-02,465500.0,149.0,Section 000ES,CHE DE L OLIVAIE
2025-06-02,171840.0,84.0,Section 000BP,CHE DE LA CHARTREUSE
2025-06-02,131800.0,40.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2025-06-02,485000.0,112.0,Section 000EH,RUE GROIGNARD
2025-06-02,585000.0,0.0,Section 000DN,RTE DEPARTEMENTALE 559
2025-05-28,65000.0,28.0,Section 000CE,RUE JOSEPH REYMONENQ
2025-05-28,352000.0,58.0,Section 000AX,RUE ROLLAND GARROS
2025-05-28,120000.0,0.0,Section 000EM,CHE DU BAOU DE QUATRO OURO
2025-05-28,205000.0,74.0,Section 000BR,LE LAMARTINE
2025-05-28,275618.75,0.0,Section 000CY,None
2025-05-28,161500.0,42.0,Section 000AV,AV COLONEL PICOT
2025-05-28,220000.0,63.0,Section 000BZ,AV D ENTRECASTEAUX
2025-05-28,650000.0,120.0,Section 000DK,AV AUGUSTE AIGUIER
2025-05-28,270000.0,50.0,Section 000CM,AV DE LA REPUBLIQUE
2025-05-28,495000.0,96.0,Section 000BK,RUE THEODORE BOTREL
2025-05-28,355000.0,100.0,Section 000CO,RUE JEAN JAURES
2025-05-28,149000.0,64.0,Section 000CY,AV DE CLARET
2025-05-28,385000.0,99.0,Section 000BX,RUE DES FRERES GAY
2025-05-28,76050.0,47.0,Section 000CW,RUE COLOMB BECHAR
2025-05-28,500000.0,110.0,Section 000BE,BD LAGANE
2025-05-28,180000.0,59.0,Section 000CK,RUE PICOT
2025-05-27,14000.0,0.0,Section 000AX,RUE DU HARAS
2025-05-27,287100.0,77.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2025-05-27,130000.0,35.0,Section 000AP,PL LOUIS MARTIAL LAPORTERIE
2025-05-27,285500.0,61.0,Section 000BS,AV CLAUDE FARRERE
2025-05-27,183580.0,51.0,Section 000AX,ALL DES FLAMBOYANTS
2025-05-27,230000.0,66.0,Section 000AR,AV CONSTANT PERROUD
2025-05-27,120000.0,30.0,Section 000BP,AV FRANCOIS NARDI
2025-05-27,262320.0,88.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2025-05-27,257750.0,59.0,Section 000CK,AV COLBERT
2025-05-27,455000.0,105.0,Section 000BV,BD SAINTE HELENE
2025-05-27,95000.0,45.0,Section 000CX,AV DU 15E CORPS
2025-05-27,25000.0,0.0,Section 000BD,AV JOSEPH GASQUET
2025-05-27,83000.0,100.0,Section 000CN,RUE JEAN JAURES
2025-05-26,77000.0,20.0,Section 000CL,RUE AUGUSTIN DAUMAS
2025-05-26,15000.0,0.0,Section 000CM,CRS LAFAYETTE
2025-05-26,32000.0,0.0,Section 000BS,BD DE LA MARTILLE
2025-05-26,260000.0,150.0,Section 000CK,BD DE STRASBOURG
2025-05-26,221700.0,61.0,Section 000BC,RUE DES GENEVRIERS
2025-05-26,316350.0,66.0,Section 000BV,BD GRIGNAN
2025-05-26,400000.0,166.0,Section 000EP,CHE DU BAOU DE QUATRO OURO
2025-05-26,223000.0,85.0,Section 000CZ,AV REGRUTTO
2025-05-26,128000.0,61.0,Section 000CD,RUE SYLVAIN
2025-05-26,35000.0,0.0,Section 000CE,AV AMIRAL DAVELUY
2025-05-26,132750.0,32.0,Section 000CP,RUE LEBLOND SAINT HILAIRE
2025-05-26,105000.0,32.0,Section 000BV,RUE SAINTE CHRISTINE
2025-05-26,180000.0,80.0,Section 000CK,RUE D ANTRECHAUS
2025-05-23,20000.0,0.0,Section 000CX,BD DE PARIS
2025-05-23,405000.0,85.0,Section 000DW,CHE DES FOURS A CHAUX
2025-05-23,46000.0,0.0,Section 000CX,AV DU 15E CORPS
2025-05-23,142000.0,64.0,Section 000DK,RTE DE PLAISANCE
2025-05-23,222208.0,90.0,Section 000BZ,AV FRANKLIN ROOSEVELT
2025-05-23,156100.0,37.0,Section 000DR,RUE DAVID
2025-05-23,88000.0,27.0,Section 000CW,RUE COLOMB BECHAR
2025-05-23,31000.0,0.0,Section 000CX,BD LOUIS PICON
2025-05-23,140000.0,62.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2025-05-22,140300.0,67.0,Section 000CW,AV LEON JOUHAUX
2025-05-22,23000.0,0.0,Section 000DY,AV DES FILS MARESCOT
2025-05-22,145000.0,67.0,Section 000AT,RUE DANIEL BERTHELOT
2025-05-22,50000.0,39.0,Section 000CX,RUE DOCTEUR REYNAUD
2025-05-22,350000.0,76.0,Section 000DT,RUE GROIGNARD
2025-05-22,390000.0,120.0,Section 000BD,AV JOSEPH GASQUET
2025-05-22,159000.0,80.0,Section 000DK,CHE DU TEMPLE
2025-05-22,625000.0,80.0,Section 000AH,COR MARIUS ESCARTEFIGUE
2025-05-22,68400.0,31.0,Section 000CN,RUE NICOLAS LAUGIER
2025-05-22,149000.0,64.0,Section 000CY,AV AMIRAL COLLET
2025-05-22,154000.0,71.0,Section 000CX,BD DOCTEUR FRANCOIS FENELON
2025-05-21,136000.0,46.0,Section 000CD,RUE JEAN TRINCHERO
2025-05-21,157000.0,52.0,Section 000BV,RUE LAMALGUE
2025-05-21,70000.0,31.0,Section 000AS,AV MARCEAU
2025-05-21,210000.0,43.0,Section 000BD,CHE DE LA RESSENCE
2025-05-21,18000.0,0.0,Section 000CX,AV DU 1ER BATAILLON CHOC
2025-05-21,362000.0,285.0,Section 000BE,RUE PIERRE BORIES
2025-05-21,82200.0,27.0,Section 000CM,RUE POMME DE PIN
2025-05-21,170000.0,70.0,Section 000BR,RUE GENERAL MICHEL AUDEOUD
2025-05-21,158500.0,50.0,Section 000BT,RUE PILOTE PIERRE REBOUL
2025-05-21,470000.0,94.0,Section 000BR,AV GENERAL PRUNEAU
2025-05-21,54000.0,39.0,Section 000CK,RUE PICOT
2025-05-21,398000.0,120.0,Section 000CY,AV DE VALBOURDIN
2025-05-20,585000.0,130.0,Section 000AH,AV JOSEPH LOUIS ORTOLAN
2025-05-20,94000.0,30.0,Section 000CD,BD LEON BOURGEOIS
2025-05-20,129000.0,68.0,Section 000CI,RUE DANTON
2025-05-20,140000.0,43.0,Section 000AZ,IMP BAILLE
2025-05-20,104000.0,75.0,Section 000CM,RUE FRANCIS DE PRESSENCE
2025-05-20,302443.0,91.0,Section 000BC,BD DES ARMARIS
2025-05-19,3700.0,0.0,Section 000CD,AV FRANCOIS CUZIN
2025-05-19,69000.0,76.0,Section 000DI,BD DELESCLUZE
2025-05-19,6666.67,0.0,Section 000AW,AV SGT GABRIEL JOURDAN
2025-05-19,78000.0,34.0,Section 000CM,RUE HENRI SEILLON
2025-05-19,100000.0,30.0,Section 000CD,RUE VINCENT SCOTTO
2025-05-16,200000.0,79.0,Section 000DT,RUE DAVID
2025-05-16,131000.0,46.0,Section 000CY,RUE HENRI VIENNE
2025-05-16,50000.0,200.0,Section 000CX,RUE FELIX MAYOL
2025-05-16,131000.0,70.0,Section 000CW,LE CHAMBORD
2025-05-16,9000.0,0.0,Section 000DK,RUE CHEVALIER P CASSINE
2025-05-16,50500.0,0.0,Section 000CO,RUE DU DOCTEUR JEAN BERTHOLET
2025-05-16,375000.0,110.0,Section 000AR,AV FAYE GARAUD
2025-05-15,112000.0,46.0,Section 000CW,BD PIERRE LAUGIER
2025-05-15,19000.0,0.0,Section 000BP,CHE DE LA CHARTREUSE
2025-05-15,35000.0,0.0,Section 000CK,RUE VICTOR CLAPPIER
2025-05-15,172000.0,65.0,Section 000AO,AV DE LA VICTOIRE DU 8 5 1945
2025-05-15,80500.0,34.0,Section 000CY,AV GENERAL NOGUES
2025-05-15,125000.0,84.0,Section 000CL,RUE GARIBALDI
2025-05-15,29750.0,0.0,Section 000BR,RUE AMIRAL NOMY
2025-05-15,20000.0,0.0,Section 000CH,RUE REGIMBAUD
2025-05-15,23000.0,0.0,Section 000AN,BD DOCTEUR CHARLES BARNIER
2025-05-15,50000.0,76.0,Section 000CX,RUE ESPANET
2025-05-15,280000.0,88.0,Section 000BZ,AV EDOUARD LE BELLEGOU
2025-05-15,457000.0,120.0,Section 000AN,BD TRUCY
2025-05-15,146000.0,63.0,Section 000BZ,AV D ENTRECASTEAUX
2025-05-15,25000.0,0.0,Section 000BI,RUE ELZEAR JOUVEAU
2025-05-14,79500.0,37.0,Section 000CI,AV EMILE BARLA
2025-05-14,391954.0,85.0,Section 000ES,CHE DE LA CARRAIRE
2025-05-14,80000.0,30.0,Section 000CH,BD MARECHAL JOFFRE
2025-05-13,150000.0,72.0,Section 000CZ,RUE AMIRAL EMERIAU
2025-05-13,28500.0,0.0,Section 000AK,BD DOCTEUR FELIX ESCUDIER
2025-05-13,26000.0,0.0,Section 000CW,AV LEON JOUHAUX
2025-05-13,20000.0,0.0,Section 000CK,BD DE STRASBOURG
2025-05-13,122000.0,41.0,Section 000CN,RUE D ALGER
2025-05-13,24000.0,0.0,Section 000DK,BD LOUIS PICON
2025-05-12,770900.0,156.0,Section 000BV,RUE SAINT FRANCOIS
2025-05-12,173500.0,82.0,Section 000CH,BD MARECHAL JOFFRE
2025-05-12,378350.0,108.0,Section 000DT,AV CHIARISOLI BEY
2025-05-12,1021250.0,340.0,Section 000EY,COR MARIUS ESCARTEFIGUE
2025-05-12,295000.0,60.0,Section 000EH,RUE AUGUSTIN GUEYMARD
2025-05-12,275700.0,63.0,Section 000BY,RUE PDT ROBERT SCHUMAN
2025-05-12,27900.0,0.0,Section 000DT,RUE CITE DROUET
2025-05-12,178000.0,82.0,Section 000CY,RUE VICTOR REYMONENQ
2025-05-12,182000.0,52.0,Section 000BR,AV PIERRE LOTI
2025-05-09,122000.0,49.0,Section 000CP,AV LAZARE CARNOT
2025-05-09,120000.0,56.0,Section 000CN,RUE DU BON PASTEUR
2025-05-09,60500.0,29.0,Section 000CP,AV MARECHAL LYAUTEY
2025-05-07,60000.0,31.0,Section 000CL,RUE ALEZARD
2025-05-07,85000.0,38.0,Section 000BE,AV BENOIT MALON
2025-05-07,370000.0,0.0,Section 000BS,AV LOUIS SOREL
2025-05-07,160000.0,34.0,Section 000CO,RUE HIPPOLYTE DUPRAT
2025-05-07,15000.0,0.0,Section 000BX,RUE MASSENA
2025-05-07,706095.0,143.0,Section 000CO,RUE PEIRESC
2025-05-07,249700.0,49.0,Section 000AS,AV JOSEPH LOUIS ORTOLAN
2025-05-06,299000.0,68.0,Section 000CI,AV FRANCOIS CUZIN
2025-05-06,406182.16,96.0,Section 000DS,BD DELESCLUZE
2025-05-06,20000.0,0.0,Section 000BD,CHE DE LA RESSENCE
2025-05-06,290000.0,92.0,Section 000CO,RUE GIMELLI
2025-05-06,134000.0,32.0,Section 000BX,RUE MASSENA
2025-05-06,388300.0,63.0,Section 000BK,IMP DU CAP
2025-05-06,143750.0,66.0,Section 000CW,AV ARISTIDE BRIAND
2025-05-06,180000.0,68.0,Section 000BP,CHE DE LA CHARTREUSE
2025-05-05,255000.0,0.0,Section 000BS,AV LOUIS SOREL
2025-05-05,145000.0,44.0,Section 000BV,RUE CASTILLON
2025-05-05,78000.0,55.0,Section 000CX,PL BENJAMIN RIMBAUD
2025-05-05,370000.0,120.0,Section 000AI,AV CONSTANT PERROUD
2025-05-05,80000.0,14.0,Section 000CX,BD DOCTEUR FRANCOIS FENELON
2025-05-05,2000.0,0.0,Section 000BY,None
2025-05-05,10500.0,0.0,Section 000AN,RUE CHEVALIER D ASSAS
2025-05-03,134000.0,30.0,Section 000BV,RUE PASCAL
2025-04-30,275000.0,69.0,Section 000DT,RUE CHAMPOLLION
2025-04-30,351600.0,62.0,Section 000AR,IMP LOUIS BONAMICI
2025-04-30,126000.0,62.0,Section 000CX,RUE DU JEU DE PAUME
2025-04-30,267000.0,83.0,Section 000BH,AV LOUIS BARTHOU
2025-04-30,290000.0,139.0,Section 000CW,AV DU 1ER BATAILLON CHOC
2025-04-30,345000.0,90.0,Section 000CK,AV COLBERT
2025-04-30,94000.0,52.0,Section 000CN,PL GUSTAVE LAMBERT
2025-04-30,29000.0,0.0,Section 000BT,BD JULES MICHELET
2025-04-30,90000.0,73.0,Section 000CE,AV DE LA HAYE
2025-04-30,115000.0,44.0,Section 000BV,BD BAZEILLES
2025-04-30,310000.0,34.0,Section 000DE,IMP CLEMENCE
2025-04-30,114000.0,45.0,Section 000CX,BD DE PARIS
2025-04-30,108000.0,45.0,Section 000DS,CHE DE FORGENTIER
2025-04-30,62000.0,32.0,Section 000CH,TRA JACQUES LEMERCIER
2025-04-30,163000.0,51.0,Section 000AP,AV DES LICES
2025-04-30,155000.0,41.0,Section 000BV,RUE CASTILLON
2025-04-30,63000.0,24.0,Section 000CK,RUE TRUGUET
2025-04-30,95000.0,51.0,Section 000CH,BD MARECHAL JOFFRE
2025-04-30,110000.0,40.0,Section 000AK,RUE DU DOCTEUR BARROIS
2025-04-30,150000.0,81.0,Section 000BS,RUE PASCAL D ORIANO
2025-04-30,260000.0,79.0,Section 000AW,RUE HENRI STE CLAIRE DEVILLE
2025-04-30,780000.0,125.0,Section 000AX,RUE GUYNEMER
2025-04-30,78850.0,42.0,Section 000BE,RUE PIERRE BORIES
2025-04-30,130000.0,23.0,Section 000DT,RUE JULES CESAR
2025-04-30,135000.0,54.0,Section 000BZ,LE MAYOL RUE LEON REBOUL
2025-04-30,91000.0,230.0,Section 000DE,BD DU FARON
2025-04-30,286940.0,100.0,Section 000DH,RUE MADELEINE DESIREE
2025-04-30,172000.0,83.0,Section 000CE,AV AMIRAL DAVELUY
2025-04-30,295300.0,84.0,Section 000BH,BD JEAN BAPTISTE ABEL
2025-04-30,160000.0,80.0,Section 000BR,RUE AMIRAL NOMY
2025-04-30,160300.0,44.0,Section 000BR,BD DES ALLOBROGES
2025-04-30,300000.0,65.0,Section 000BO,AV DE LA RESISTANCE
2025-04-30,170000.0,66.0,Section 000AN,AV EMILE VINCENT
2025-04-30,123000.0,60.0,Section 000CY,RUE SAINT LAURENT
2025-04-30,83250.0,94.0,Section 000DM,CHE DES ANTILLES
2025-04-30,175000.0,150.0,Section 000EO,RUE DU THYM
2025-04-29,151500.0,44.0,Section 000AV,RPT MIRASOULEOU
2025-04-29,330000.0,473.0,Section 000CN,RUE HOCHE
2025-04-29,183950.0,89.0,Section 000CY,RUE DU ROI RENE
2025-04-29,110000.0,78.0,Section 000CN,RUE D ALGER
2025-04-29,31000.0,0.0,Section 000CI,AV FRANCOIS CUZIN
2025-04-29,137500.0,38.0,Section 000CI,AV GEORGES BIZET
2025-04-29,144000.0,61.0,Section 000CY,AV DU MARECHAL FOCH
2025-04-29,158000.0,65.0,Section 000AP,RUE COMMANDANT EMMANUEL DAVIN
2025-04-29,190000.0,79.0,Section 000BE,ALL GEORGES LEYGUES
2025-04-29,118000.0,38.0,Section 000AY,CHEM VX CHEMIN DE SAINTE MUSSE
2025-04-29,142000.0,66.0,Section 000CY,RUE SAINT LAURENT
2025-04-29,242000.0,53.0,Section 000BV,RUE DAILLON
2025-04-29,10000.0,0.0,Section 000AZ,BD DES ARMARIS
2025-04-29,180000.0,68.0,Section 000EW,CHE BARTHELEMY FLORENT
2025-04-29,30000.0,0.0,Section 000CY,AV GENERAL NOGUES
2025-04-29,139900.0,56.0,Section 000AX,AV JOSEPH GASQUET
