date_mutation,annee,mois,type_bien,prix_vente,surface_m2,prix_m2,quartier,adresse
2025-06-30,2025,2025-06,Appartement (T3-T4),802056.0,113.0,7098.0,Sainte-Musse,Bd Sainte Helene
2025-06-30,2025,2025-06,Appartement (T2-T3),125000.0,49.0,2551.0,Porte d'Italie,Av Nobel
2025-06-30,2025,2025-06,Studio,61000.0,27.0,2259.0,Saint-Roch,Av Du 1Er Bataillon Choc
2025-06-30,2025,2025-06,Appartement (T3-T4),395000.0,82.0,4817.0,Haute-ville,Rue Theophile Gautier
2025-06-30,2025,2025-06,Grande surface / Maison,749700.0,173.0,4334.0,Sect. DT,Che De La Beaucaire
2025-06-30,2025,2025-06,Appartement (T2-T3),134000.0,42.0,3190.0,Saint-Roch,Av Des Roses
2025-06-30,2025,2025-06,Appartement (T3-T4),460000.0,65.0,7077.0,Cap Brun,Rue Elzear Jouveau
2025-06-27,2025,2025-06,Appartement (T2-T3),90000.0,52.0,1731.0,Saint-Roch,Rue Fernand Sardou
2025-06-27,2025,2025-06,Appartement (T3-T4),141000.0,65.0,2169.0,Sect. DS,Che De Forgentier
2025-06-27,2025,2025-06,Appartement (T3-T4),330000.0,80.0,4125.0,Bon Rencontre,Av De La Republique
2025-06-26,2025,2025-06,Appartement (T2-T3),55000.0,50.0,1100.0,Bon Rencontre,Rue Nicolas Laugier
2025-06-26,2025,2025-06,Grande surface / Maison,232000.0,121.0,1917.0,Saint-Antoine,Av Vauban
2025-06-26,2025,2025-06,Bien exceptionnel,145000.0,285.0,509.0,Bon Rencontre,Rue Nicolas Laugier
2025-06-26,2025,2025-06,Appartement (T2-T3),145000.0,52.0,2788.0,Porte d'Italie,Rue Vincent Scotto
2025-06-26,2025,2025-06,Appartement (T3-T4),155000.0,77.0,2013.0,Sect. DT,Av Lt Colonel Chabriel
2025-06-26,2025,2025-06,Appartement (T3-T4),95000.0,67.0,1418.0,Saint-Antoine,Av Jean Moulin
2025-06-26,2025,2025-06,Appartement (T3-T4),110000.0,68.0,1618.0,Bon Rencontre,Rue Des Riaux
2025-06-26,2025,2025-06,Appartement (T2-T3),185000.0,63.0,2937.0,Pont du Las,Av Louis Bozzo
2025-06-26,2025,2025-06,Appartement (T3-T4),235000.0,74.0,3176.0,Sect. DS,Tra Richard
2025-06-26,2025,2025-06,Appartement (T3-T4),125000.0,68.0,1838.0,Saint-Roch,Bd De Paris
2025-06-25,2025,2025-06,Studio,97000.0,25.0,3880.0,La Chapelle,Bd Marechal Joffre
2025-06-25,2025,2025-06,Appartement (T3-T4),290000.0,75.0,3867.0,La Serinette,Bd Eugene Pelletan
2025-06-25,2025,2025-06,Appartement (T3-T4),251500.0,89.0,2826.0,Pont du Las,Che De La Chartreuse
2025-06-24,2025,2025-06,Appartement (T2-T3),87000.0,33.0,2636.0,Haute-ville,Rue Saint Laurent
2025-06-24,2025,2025-06,Appartement (T3-T4),150000.0,68.0,2206.0,Saint-Roch,Bd De Paris
2025-06-24,2025,2025-06,Appartement (T2-T3),160000.0,48.0,3333.0,Bon Rencontre,Rue De La Glaciere
2025-06-24,2025,2025-06,Studio,100710.0,19.0,5301.0,Le Mourillon,Che De La Ressence
2025-06-23,2025,2025-06,Grande surface / Maison,90000.0,159.0,566.0,La Chapelle,Bd Marechal Joffre
2025-06-23,2025,2025-06,Appartement (T3-T4),160000.0,76.0,2105.0,Saint-Antoine,Rue Jean Jaures
2025-06-23,2025,2025-06,Studio,86000.0,29.0,2966.0,Bon Rencontre,Rue De Pomet
2025-06-23,2025,2025-06,Studio,75000.0,25.0,3000.0,Bon Rencontre,Rue Louis Jourdan
2025-06-23,2025,2025-06,Studio,76000.0,28.0,2714.0,Bon Rencontre,Rue Saint Vincent
2025-06-20,2025,2025-06,Appartement (T2-T3),115000.0,33.0,3485.0,Bon Rencontre,Rue D Alger
2025-06-20,2025,2025-06,Bien exceptionnel,355000.0,225.0,1578.0,Saint-Antoine,Rue Xavier Savelli
2025-06-20,2025,2025-06,Appartement (T3-T4),127000.0,69.0,1841.0,Saint-Antoine,Av Marechal Lyautey
2025-06-20,2025,2025-06,Appartement (T3-T4),73000.0,105.0,695.0,Aguillon,Bd Des Armaris
2025-06-20,2025,2025-06,Grande surface / Maison,580000.0,120.0,4833.0,Sainte-Musse,Rue Paul Marchelli
2025-06-20,2025,2025-06,Grande surface / Maison,894000.0,160.0,5588.0,Brunet,Rue Gustave Zede
2025-06-20,2025,2025-06,Appartement (T3-T4),138000.0,70.0,1971.0,La Chapelle,Bd Robespierre
2025-06-20,2025,2025-06,Appartement (T3-T4),162000.0,67.0,2418.0,La Rode,Rue De Nice
2025-06-20,2025,2025-06,Bien exceptionnel,235000.0,330.0,712.0,Porte d'Italie,Rue Henri Poincare
2025-06-20,2025,2025-06,Appartement (T2-T3),110000.0,46.0,2391.0,Haute-ville,Rue Du Roi Rene
2025-06-20,2025,2025-06,Appartement (T3-T4),215377.0,77.0,2797.0,Aguillon,Bd Des Armaris
2025-06-19,2025,2025-06,Appartement (T2-T3),79000.0,32.0,2469.0,Bon Rencontre,Rue Charles Poncy
2025-06-19,2025,2025-06,Studio,65000.0,19.0,3421.0,Bon Rencontre,Pl De La Poissonnerie
2025-06-19,2025,2025-06,Appartement (T2-T3),146300.0,44.0,3325.0,Saint-Roch,Av Auguste Blanqui
2025-06-19,2025,2025-06,Appartement (T2-T3),85000.0,39.0,2179.0,Valbertrand,Pl Louis Pasteur
2025-06-19,2025,2025-06,Appartement (T3-T4),102000.0,90.0,1133.0,La Chapelle,Bd Marechal Joffre
2025-06-19,2025,2025-06,Appartement (T3-T4),566000.0,110.0,5145.0,Saint-Roch,Pl Lt Roger Lauret
2025-06-19,2025,2025-06,Appartement (T2-T3),177000.0,62.0,2855.0,Sect. DV,Che De Rigoumel
2025-06-19,2025,2025-06,Appartement (T2-T3),356800.0,58.0,6152.0,Beaulieu,Av De La Resistance
2025-06-19,2025,2025-06,Appartement (T3-T4),288500.0,72.0,4007.0,Sainte-Musse,Rue Josephine
2025-06-19,2025,2025-06,Appartement (T3-T4),100766.0,76.0,1326.0,Pont du Las,Rue Boursset
2025-06-18,2025,2025-06,Appartement (T3-T4),437000.0,70.0,6243.0,Brunet,Bd Jules Michelet
2025-06-17,2025,2025-06,Studio,93600.0,21.0,4457.0,La Chapelle,Rue Maissin
2025-06-17,2025,2025-06,Appartement (T2-T3),235000.0,57.0,4123.0,Cap Brun,Bd Jean Baptiste Abel
2025-06-17,2025,2025-06,Appartement (T3-T4),414900.0,93.0,4461.0,Pont du Las,Che De La Chartreuse
2025-06-16,2025,2025-06,Appartement (T2-T3),140000.0,39.0,3590.0,Saint-Roch,Rue Thoulon
2025-06-16,2025,2025-06,Appartement (T3-T4),399200.0,70.0,5703.0,Pont du Las,Rue Michel Muscatelli
2025-06-16,2025,2025-06,Appartement (T2-T3),76000.0,43.0,1767.0,Haute-ville,Av Docteur Fontan
2025-06-16,2025,2025-06,Appartement (T3-T4),167000.0,79.0,2114.0,Le Mourillon,Che De Flore
2025-06-16,2025,2025-06,Appartement (T2-T3),240000.0,43.0,5581.0,Cap Brun,Bd Clamour
2025-06-16,2025,2025-06,Appartement (T3-T4),610000.0,80.0,7625.0,Beaulieu,Che De La Calade
2025-06-16,2025,2025-06,Appartement (T2-T3),130000.0,51.0,2549.0,Bon Rencontre,Crs Lafayette
2025-06-16,2025,2025-06,Appartement (T2-T3),140000.0,35.0,4000.0,La Serinette,Cor Littoral Frederic Mistral
2025-06-13,2025,2025-06,Appartement (T3-T4),348000.0,92.0,3783.0,Le Mourillon,Che De La Ressence
2025-06-13,2025,2025-06,Appartement (T2-T3),85000.0,33.0,2576.0,La Chapelle,Bd Marechal Joffre
2025-06-13,2025,2025-06,Bien exceptionnel,440000.0,204.0,2157.0,Ollioules,Che Du Fort Rouge
2025-06-13,2025,2025-06,Appartement (T3-T4),270000.0,88.0,3068.0,Pont du Las,Rue Du Docteur Barrois
2025-06-13,2025,2025-06,Appartement (T2-T3),253080.0,48.0,5272.0,Bon Rencontre,Rue De La Glaciere
2025-06-13,2025,2025-06,Studio,80000.0,19.0,4211.0,Saint-Roch,Bd De La Democratie
2025-06-13,2025,2025-06,Appartement (T2-T3),157500.0,52.0,3029.0,La Serinette,Rue Massena
2025-06-13,2025,2025-06,Appartement (T2-T3),103550.0,41.0,2526.0,Bon Rencontre,Rue Des Riaux
2025-06-13,2025,2025-06,Appartement (T3-T4),215000.0,77.0,2792.0,Valbertrand,Quai Marcel Pagnol
2025-06-13,2025,2025-06,Appartement (T2-T3),110000.0,30.0,3667.0,Porte d'Italie,Rue Vincent Scotto
2025-06-13,2025,2025-06,Studio,21000.0,22.0,955.0,Bon Rencontre,Rue Nicolas Laugier
2025-06-13,2025,2025-06,Appartement (T2-T3),81000.0,35.0,2314.0,Bon Rencontre,Rue Ferdinand Brunetiere
2025-06-13,2025,2025-06,Appartement (T3-T4),165000.0,84.0,1964.0,Saint-Roch,Rue Cabissol
2025-06-13,2025,2025-06,Grande surface / Maison,316500.0,184.0,1720.0,Haute-ville,Rue Audibert Esclangon
2025-06-13,2025,2025-06,Studio,116500.0,21.0,5548.0,Porte d'Italie,Bd Marechal Joffre
2025-06-13,2025,2025-06,Bien exceptionnel,680000.0,296.0,2297.0,Sect. DZ,Che Du Chateau Rose
2025-06-13,2025,2025-06,Appartement (T3-T4),175000.0,70.0,2500.0,Pont du Las,Av Vert Coteau
2025-06-13,2025,2025-06,Studio,53103.0,25.0,2124.0,Bon Rencontre,Rue Des Boucheries
2025-06-13,2025,2025-06,Appartement (T2-T3),43730.0,60.0,729.0,Bon Rencontre,Rue Des Boucheries
2025-06-13,2025,2025-06,Appartement (T2-T3),86000.0,34.0,2529.0,Bon Rencontre,Rue De La Glaciere
2025-06-12,2025,2025-06,Appartement (T2-T3),107500.0,55.0,1955.0,Sect. EH,Rue De Crimee
2025-06-12,2025,2025-06,Appartement (T3-T4),227850.0,71.0,3209.0,La Serinette,La Tour D'Ivoire
2025-06-12,2025,2025-06,Appartement (T3-T4),263000.0,97.0,2711.0,Saint-Antoine,Rue Gimelli
2025-06-12,2025,2025-06,Studio,85100.0,28.0,3039.0,Haute-ville,Rue Sainte Elisabeth
2025-06-12,2025,2025-06,Appartement (T2-T3),42160.0,55.0,767.0,Le Mourillon,Rue De Turenne
2025-06-12,2025,2025-06,Appartement (T3-T4),127000.0,65.0,1954.0,Saint-Roch,Av Leon Jouhaux
2025-06-12,2025,2025-06,Grande surface / Maison,531000.0,140.0,3793.0,Brunet,Bd De La Martille
2025-06-12,2025,2025-06,Studio,60000.0,18.0,3333.0,Saint-Antoine,Rue Anatole France
2025-06-12,2025,2025-06,Grande surface / Maison,455260.0,134.0,3397.0,Sect. EP,Che De La Miograno
2025-06-12,2025,2025-06,Studio,60000.0,28.0,2143.0,Saint-Roch,Av Marechal Bugeaud
2025-06-12,2025,2025-06,Appartement (T2-T3),58500.0,36.0,1625.0,Saint-Roch,Rue Fernand Sardou
2025-06-11,2025,2025-06,Appartement (T3-T4),150000.0,67.0,2239.0,La Chapelle,Av Marcel Castie
2025-06-11,2025,2025-06,Appartement (T2-T3),132000.0,30.0,4400.0,La Serinette,Rue Langeron
2025-06-10,2025,2025-06,Appartement (T3-T4),475000.0,93.0,5108.0,Sect. DY,Av Auguste Battarel
2025-06-10,2025,2025-06,Appartement (T3-T4),212750.0,67.0,3175.0,La Chapelle,Av Georges Bizet
2025-06-10,2025,2025-06,Appartement (T2-T3),59000.0,38.0,1553.0,Bon Rencontre,Rue Garibaldi
2025-06-10,2025,2025-06,Appartement (T3-T4),186040.0,72.0,2584.0,Porte d'Italie,Rue Revest
2025-06-10,2025,2025-06,Appartement (T2-T3),98900.0,46.0,2150.0,Sainte-Musse,Bd Sainte Helene
2025-06-10,2025,2025-06,Appartement (T2-T3),65000.0,30.0,2167.0,Haute-ville,Rue Michel De Bourges
2025-06-10,2025,2025-06,Appartement (T2-T3),187150.0,42.0,4456.0,La Rode,Av Colonel Picot
2025-06-10,2025,2025-06,Appartement (T2-T3),199000.0,56.0,3554.0,Sect. EH,Che De Moneiret
2025-06-10,2025,2025-06,Appartement (T3-T4),235000.0,78.0,3013.0,Champs-de-Mars,Av Joseph Louis Ortolan
2025-06-10,2025,2025-06,Appartement (T2-T3),155800.0,62.0,2513.0,Saint-Antoine,Av Du Marechal Foch
2025-06-10,2025,2025-06,Appartement (T3-T4),442100.0,109.0,4056.0,La Garde,Imp Champoux
2025-06-10,2025,2025-06,Appartement (T3-T4),203150.0,72.0,2822.0,Sect. DV,Che De Rigoumel
2025-06-09,2025,2025-06,Appartement (T3-T4),140000.0,75.0,1867.0,Bon Rencontre,Rue Henri Seillon
2025-06-06,2025,2025-06,Appartement (T3-T4),413000.0,94.0,4394.0,Sect. DZ,Mte De La Paveigne
2025-06-06,2025,2025-06,Appartement (T3-T4),155000.0,66.0,2348.0,La Garde,Rue Cassini
2025-06-06,2025,2025-06,Appartement (T2-T3),110000.0,42.0,2619.0,Saint-Antoine,Av Du Marechal Foch
2025-06-06,2025,2025-06,Appartement (T3-T4),489700.0,96.0,5101.0,Pont du Las,Rue Andre Chenier
2025-06-06,2025,2025-06,Appartement (T3-T4),138700.0,119.0,1166.0,Saint-Antoine,Bd Docteur Charles Barnier
2025-06-06,2025,2025-06,Grande surface / Maison,71000.0,140.0,507.0,La Garde,Bd Louis Picon
2025-06-06,2025,2025-06,Appartement (T3-T4),219000.0,85.0,2576.0,Aguillon,Bd Des Armaris
2025-06-06,2025,2025-06,Appartement (T3-T4),520300.0,110.0,4730.0,Saint-Roch,Bd Docteur Charles Barnier
2025-06-06,2025,2025-06,Appartement (T2-T3),150000.0,43.0,3488.0,La Serinette,Bd Bazeilles
2025-06-05,2025,2025-06,Appartement (T3-T4),115000.0,66.0,1742.0,Aguillon,Chem Vx Chemin De Sainte Musse
2025-06-05,2025,2025-06,Appartement (T2-T3),95680.0,50.0,1914.0,La Serinette,Bd Bazeilles
2025-06-05,2025,2025-06,Appartement (T3-T4),278000.0,71.0,3915.0,La Rode,Imp Calvi
2025-06-05,2025,2025-06,Studio,75000.0,26.0,2885.0,Bon Rencontre,Rue Pomme De Pin
2025-06-05,2025,2025-06,Studio,75000.0,17.0,4412.0,Saint-Antoine,Bd De Tesse
2025-06-05,2025,2025-06,Appartement (T3-T4),365000.0,109.0,3349.0,Sect. DP,Rue Du Dahomey
2025-06-05,2025,2025-06,Appartement (T3-T4),448000.0,105.0,4267.0,Sect. DZ,Mas De La Giraude
2025-06-05,2025,2025-06,Appartement (T3-T4),130000.0,67.0,1940.0,Valbertrand,Le Mayol Rue Leon Reboul
2025-06-05,2025,2025-06,Appartement (T3-T4),490000.0,95.0,5158.0,Brunet,Bd De La Martille
2025-06-05,2025,2025-06,Appartement (T3-T4),377000.0,80.0,4712.0,Beaulieu,Che De La Calade
2025-06-05,2025,2025-06,Appartement (T2-T3),82000.0,38.0,2158.0,Pont du Las,Rue Charles Peguy
2025-06-04,2025,2025-06,Appartement (T3-T4),378350.0,87.0,4349.0,Champs-de-Mars,Av Joseph Louis Ortolan
2025-06-04,2025,2025-06,Appartement (T2-T3),128500.0,35.0,3671.0,Bon Rencontre,Crs Lafayette
2025-06-04,2025,2025-06,Studio,115000.0,28.0,4107.0,Haute-ville,Rue Marcel Sembat
2025-06-04,2025,2025-06,Appartement (T2-T3),140000.0,48.0,2917.0,Saint-Roch,Av Du 1Er Bataillon Choc
2025-06-04,2025,2025-06,Studio,80340.0,24.0,3348.0,La Garde,Rue Sainte Victoire
2025-06-04,2025,2025-06,Appartement (T3-T4),400000.0,116.0,3448.0,Aguillon,Av Des Oliviers
2025-06-04,2025,2025-06,Appartement (T3-T4),182861.0,87.0,2102.0,Champs-de-Mars,Av Joseph Louis Ortolan
2025-06-03,2025,2025-06,Studio,78720.0,29.0,2714.0,Haute-ville,Rue Victor Reymonenq
2025-06-02,2025,2025-06,Grande surface / Maison,280000.0,187.0,1497.0,Le Mourillon,Bd Enseigne De Vaisseau Gues
2025-06-02,2025,2025-06,Appartement (T3-T4),306500.0,79.0,3880.0,Sainte-Musse,Rue Chaulieu
2025-06-02,2025,2025-06,Studio,105000.0,27.0,3889.0,La Serinette,Cor Littoral Frederic Mistral
2025-06-02,2025,2025-06,Grande surface / Maison,465500.0,149.0,3124.0,Sect. ES,Che De L Olivaie
2025-06-02,2025,2025-06,Appartement (T3-T4),171840.0,84.0,2046.0,Pont du Las,Che De La Chartreuse
2025-06-02,2025,2025-06,Appartement (T2-T3),131800.0,40.0,3295.0,La Serinette,Rue Pdt Robert Schuman
2025-06-02,2025,2025-06,Appartement (T3-T4),485000.0,112.0,4330.0,Sect. EH,Rue Groignard
2025-05-28,2025,2025-05,Studio,65000.0,28.0,2321.0,Porte d'Italie,Rue Joseph Reymonenq
2025-05-28,2025,2025-05,Appartement (T2-T3),352000.0,58.0,6069.0,Aguillon,Rue Rolland Garros
2025-05-28,2025,2025-05,Appartement (T3-T4),205000.0,74.0,2770.0,Brunet,Le Lamartine
2025-05-28,2025,2025-05,Appartement (T2-T3),161500.0,42.0,3845.0,La Rode,Av Colonel Picot
2025-05-28,2025,2025-05,Appartement (T2-T3),220000.0,63.0,3492.0,Valbertrand,Av D Entrecasteaux
2025-05-28,2025,2025-05,Grande surface / Maison,650000.0,120.0,5417.0,La Garde,Av Auguste Aiguier
2025-05-28,2025,2025-05,Appartement (T2-T3),270000.0,50.0,5400.0,Bon Rencontre,Av De La Republique
2025-05-28,2025,2025-05,Appartement (T3-T4),495000.0,96.0,5156.0,Saint-Jean du Var,Rue Theodore Botrel
2025-05-28,2025,2025-05,Appartement (T3-T4),355000.0,100.0,3550.0,Saint-Antoine,Rue Jean Jaures
2025-05-28,2025,2025-05,Appartement (T2-T3),149000.0,64.0,2328.0,Haute-ville,Av De Claret
2025-05-28,2025,2025-05,Appartement (T3-T4),385000.0,99.0,3889.0,La Serinette,Rue Des Freres Gay
2025-05-28,2025,2025-05,Appartement (T2-T3),76050.0,47.0,1618.0,Saint-Roch,Rue Colomb Bechar
2025-05-28,2025,2025-05,Appartement (T3-T4),500000.0,110.0,4545.0,Le Mourillon,Bd Lagane
2025-05-28,2025,2025-05,Appartement (T2-T3),180000.0,59.0,3051.0,Valbertrand,Rue Picot
2025-05-27,2025,2025-05,Appartement (T3-T4),287100.0,77.0,3729.0,Champs-de-Mars,Av Joseph Louis Ortolan
2025-05-27,2025,2025-05,Appartement (T2-T3),130000.0,35.0,3714.0,Saint-Roch,Pl Louis Martial Laporterie
2025-05-27,2025,2025-05,Appartement (T2-T3),285500.0,61.0,4680.0,Brunet,Av Claude Farrere
2025-05-27,2025,2025-05,Appartement (T2-T3),183580.0,51.0,3600.0,Aguillon,All Des Flamboyants
2025-05-27,2025,2025-05,Appartement (T3-T4),230000.0,66.0,3485.0,Pont du Las,Av Constant Perroud
2025-05-27,2025,2025-05,Appartement (T2-T3),120000.0,30.0,4000.0,Pont du Las,Av Francois Nardi
2025-05-27,2025,2025-05,Appartement (T3-T4),262320.0,88.0,2981.0,La Serinette,Rue Pdt Robert Schuman
2025-05-27,2025,2025-05,Appartement (T2-T3),257750.0,59.0,4369.0,Valbertrand,Av Colbert
2025-05-27,2025,2025-05,Appartement (T3-T4),455000.0,105.0,4333.0,Sainte-Musse,Bd Sainte Helene
2025-05-27,2025,2025-05,Appartement (T2-T3),95000.0,45.0,2111.0,Saint-Roch,Av Du 15E Corps
2025-05-27,2025,2025-05,Appartement (T3-T4),83000.0,100.0,830.0,Bon Rencontre,Rue Jean Jaures
2025-05-26,2025,2025-05,Studio,77000.0,20.0,3850.0,Bon Rencontre,Rue Augustin Daumas
2025-05-26,2025,2025-05,Grande surface / Maison,260000.0,150.0,1733.0,Valbertrand,Bd De Strasbourg
2025-05-26,2025,2025-05,Appartement (T2-T3),221700.0,61.0,3634.0,Le Mourillon,Rue Des Genevriers
2025-05-26,2025,2025-05,Appartement (T3-T4),316350.0,66.0,4793.0,Sainte-Musse,Bd Grignan
2025-05-26,2025,2025-05,Grande surface / Maison,400000.0,166.0,2410.0,Sect. EP,Che Du Baou De Quatro Ouro
2025-05-26,2025,2025-05,Appartement (T3-T4),223000.0,85.0,2624.0,Haute-ville,Av Regrutto
2025-05-26,2025,2025-05,Appartement (T2-T3),128000.0,61.0,2098.0,Porte d'Italie,Rue Sylvain
2025-05-26,2025,2025-05,Appartement (T2-T3),132750.0,32.0,4148.0,Saint-Antoine,Rue Leblond Saint Hilaire
2025-05-26,2025,2025-05,Appartement (T2-T3),105000.0,32.0,3281.0,Sainte-Musse,Rue Sainte Christine
2025-05-26,2025,2025-05,Appartement (T3-T4),180000.0,80.0,2250.0,Valbertrand,Rue D Antrechaus
2025-05-23,2025,2025-05,Appartement (T3-T4),405000.0,85.0,4765.0,Sect. DW,Che Des Fours A Chaux
2025-05-23,2025,2025-05,Appartement (T2-T3),142000.0,64.0,2219.0,La Garde,Rte De Plaisance
2025-05-23,2025,2025-05,Appartement (T3-T4),222208.0,90.0,2469.0,Valbertrand,Av Franklin Roosevelt
2025-05-23,2025,2025-05,Appartement (T2-T3),156100.0,37.0,4219.0,Sect. DR,Rue David
2025-05-23,2025,2025-05,Studio,88000.0,27.0,3259.0,Saint-Roch,Rue Colomb Bechar
2025-05-23,2025,2025-05,Appartement (T2-T3),140000.0,62.0,2258.0,Valbertrand,Av Edouard Le Bellegou
2025-05-22,2025,2025-05,Appartement (T3-T4),140300.0,67.0,2094.0,Saint-Roch,Av Leon Jouhaux
2025-05-22,2025,2025-05,Appartement (T3-T4),145000.0,67.0,2164.0,Pont du Las,Rue Daniel Berthelot
2025-05-22,2025,2025-05,Appartement (T2-T3),50000.0,39.0,1282.0,Saint-Roch,Rue Docteur Reynaud
2025-05-22,2025,2025-05,Appartement (T3-T4),350000.0,76.0,4605.0,Sect. DT,Rue Groignard
2025-05-22,2025,2025-05,Grande surface / Maison,390000.0,120.0,3250.0,Le Mourillon,Av Joseph Gasquet
2025-05-22,2025,2025-05,Appartement (T3-T4),159000.0,80.0,1988.0,La Garde,Che Du Temple
2025-05-22,2025,2025-05,Appartement (T3-T4),625000.0,80.0,7812.0,Champs-de-Mars,Cor Marius Escartefigue
2025-05-22,2025,2025-05,Appartement (T2-T3),68400.0,31.0,2206.0,Bon Rencontre,Rue Nicolas Laugier
2025-05-22,2025,2025-05,Appartement (T2-T3),149000.0,64.0,2328.0,Haute-ville,Av Amiral Collet
2025-05-22,2025,2025-05,Appartement (T3-T4),154000.0,71.0,2169.0,Saint-Roch,Bd Docteur Francois Fenelon
2025-05-21,2025,2025-05,Appartement (T2-T3),136000.0,46.0,2957.0,Porte d'Italie,Rue Jean Trinchero
2025-05-21,2025,2025-05,Appartement (T2-T3),157000.0,52.0,3019.0,Sainte-Musse,Rue Lamalgue
2025-05-21,2025,2025-05,Appartement (T2-T3),70000.0,31.0,2258.0,Pont du Las,Av Marceau
2025-05-21,2025,2025-05,Appartement (T2-T3),210000.0,43.0,4884.0,Le Mourillon,Che De La Ressence
2025-05-21,2025,2025-05,Bien exceptionnel,362000.0,285.0,1270.0,Le Mourillon,Rue Pierre Bories
2025-05-21,2025,2025-05,Studio,82200.0,27.0,3044.0,Bon Rencontre,Rue Pomme De Pin
2025-05-21,2025,2025-05,Appartement (T3-T4),170000.0,70.0,2429.0,Brunet,Rue General Michel Audeoud
2025-05-21,2025,2025-05,Appartement (T2-T3),158500.0,50.0,3170.0,Brunet,Rue Pilote Pierre Reboul
2025-05-21,2025,2025-05,Appartement (T3-T4),470000.0,94.0,5000.0,Brunet,Av General Pruneau
2025-05-21,2025,2025-05,Appartement (T2-T3),54000.0,39.0,1385.0,Valbertrand,Rue Picot
2025-05-21,2025,2025-05,Grande surface / Maison,398000.0,120.0,3317.0,Haute-ville,Av De Valbourdin
2025-05-20,2025,2025-05,Grande surface / Maison,585000.0,130.0,4500.0,Champs-de-Mars,Av Joseph Louis Ortolan
2025-05-20,2025,2025-05,Appartement (T2-T3),94000.0,30.0,3133.0,Porte d'Italie,Bd Leon Bourgeois
2025-05-20,2025,2025-05,Appartement (T3-T4),129000.0,68.0,1897.0,La Chapelle,Rue Danton
2025-05-20,2025,2025-05,Appartement (T2-T3),140000.0,43.0,3256.0,Aguillon,Imp Baille
2025-05-20,2025,2025-05,Appartement (T3-T4),104000.0,75.0,1387.0,Bon Rencontre,Rue Francis De Pressence
2025-05-20,2025,2025-05,Appartement (T3-T4),302443.0,91.0,3324.0,Le Mourillon,Bd Des Armaris
2025-05-19,2025,2025-05,Appartement (T3-T4),69000.0,76.0,908.0,La Garde,Bd Delescluze
2025-05-19,2025,2025-05,Appartement (T2-T3),78000.0,34.0,2294.0,Bon Rencontre,Rue Henri Seillon
2025-05-19,2025,2025-05,Appartement (T2-T3),100000.0,30.0,3333.0,Porte d'Italie,Rue Vincent Scotto
2025-05-16,2025,2025-05,Appartement (T3-T4),200000.0,79.0,2532.0,Sect. DT,Rue David
2025-05-16,2025,2025-05,Appartement (T2-T3),131000.0,46.0,2848.0,Haute-ville,Rue Henri Vienne
2025-05-16,2025,2025-05,Appartement (T3-T4),131000.0,70.0,1871.0,Saint-Roch,Le Chambord
2025-05-16,2025,2025-05,Appartement (T3-T4),375000.0,110.0,3409.0,Pont du Las,Av Faye Garaud
2025-05-15,2025,2025-05,Appartement (T2-T3),112000.0,46.0,2435.0,Saint-Roch,Bd Pierre Laugier
2025-05-15,2025,2025-05,Appartement (T3-T4),172000.0,65.0,2646.0,Saint-Roch,Av De La Victoire Du 8 5 1945
2025-05-15,2025,2025-05,Appartement (T2-T3),80500.0,34.0,2368.0,Haute-ville,Av General Nogues
2025-05-15,2025,2025-05,Appartement (T3-T4),125000.0,84.0,1488.0,Bon Rencontre,Rue Garibaldi
2025-05-15,2025,2025-05,Appartement (T3-T4),50000.0,76.0,658.0,Saint-Roch,Rue Espanet
2025-05-15,2025,2025-05,Appartement (T3-T4),280000.0,88.0,3182.0,Valbertrand,Av Edouard Le Bellegou
2025-05-15,2025,2025-05,Grande surface / Maison,457000.0,120.0,3808.0,Saint-Roch,Bd Trucy
2025-05-15,2025,2025-05,Appartement (T2-T3),146000.0,63.0,2317.0,Valbertrand,Av D Entrecasteaux
2025-05-14,2025,2025-05,Appartement (T2-T3),79500.0,37.0,2149.0,La Chapelle,Av Emile Barla
2025-05-14,2025,2025-05,Appartement (T3-T4),391954.0,85.0,4611.0,Sect. ES,Che De La Carraire
2025-05-14,2025,2025-05,Appartement (T2-T3),80000.0,30.0,2667.0,La Chapelle,Bd Marechal Joffre
2025-05-13,2025,2025-05,Appartement (T3-T4),150000.0,72.0,2083.0,Haute-ville,Rue Amiral Emeriau
2025-05-13,2025,2025-05,Appartement (T2-T3),122000.0,41.0,2976.0,Bon Rencontre,Rue D Alger
2025-05-12,2025,2025-05,Grande surface / Maison,770900.0,156.0,4942.0,Sainte-Musse,Rue Saint Francois
2025-05-12,2025,2025-05,Appartement (T3-T4),173500.0,82.0,2116.0,La Chapelle,Bd Marechal Joffre
2025-05-12,2025,2025-05,Appartement (T3-T4),378350.0,108.0,3503.0,Sect. DT,Av Chiarisoli Bey
2025-05-12,2025,2025-05,Bien exceptionnel,1021250.0,340.0,3004.0,Sect. EY,Cor Marius Escartefigue
2025-05-12,2025,2025-05,Appartement (T2-T3),295000.0,60.0,4917.0,Sect. EH,Rue Augustin Gueymard
2025-05-12,2025,2025-05,Appartement (T2-T3),275700.0,63.0,4376.0,La Serinette,Rue Pdt Robert Schuman
2025-05-12,2025,2025-05,Appartement (T3-T4),178000.0,82.0,2171.0,Haute-ville,Rue Victor Reymonenq
2025-05-12,2025,2025-05,Appartement (T2-T3),182000.0,52.0,3500.0,Brunet,Av Pierre Loti
