date_mutation,annee,mois,type_bien,prix_vente,surface_m2,prix_m2,quartier,adresse
2022-11-15,2022,2022-11,Appartement (T2-T3),190000.0,60.0,3167.0,La Chapelle,Bd Des Acacias
2022-11-15,2022,2022-11,Appartement (T3-T4),87000.0,72.0,1208.0,Bon Rencontre,Rue Henri Seillon
2022-11-15,2022,2022-11,Appartement (T2-T3),205250.0,62.0,3310.0,La Garde,Rte De Plaisance
2022-11-14,2022,2022-11,Appartement (T3-T4),172156.0,68.0,2532.0,Saint-Roch,Av De La Victoire Du 8 5 1945
2022-11-14,2022,2022-11,Studio,53756.0,27.0,1991.0,Haute-ville,Imp Faure
2022-11-14,2022,2022-11,Appartement (T2-T3),120000.0,60.0,2000.0,Saint-Antoine,Av Lazare Carnot
2022-11-14,2022,2022-11,Appartement (T3-T4),155000.0,68.0,2279.0,Saint-Roch,Rue Felix Mayol
2022-11-14,2022,2022-11,Grande surface / Maison,577000.0,120.0,4808.0,Pont du Las,Rue Rosa Bonheur
2022-11-14,2022,2022-11,Appartement (T3-T4),160000.0,80.0,2000.0,Valbertrand,Rue Jean Philippe Rameau
2022-11-14,2022,2022-11,Appartement (T2-T3),60000.0,30.0,2000.0,Brunet,Rue Amiral Nomy
2022-11-14,2022,2022-11,Appartement (T2-T3),137050.0,63.0,2175.0,Pont du Las,Bd Alata
2022-11-14,2022,2022-11,Appartement (T2-T3),165000.0,51.0,3235.0,La Serinette,Rue Des Freres Gay
2022-11-14,2022,2022-11,Appartement (T3-T4),185000.0,68.0,2721.0,La Serinette,All Du 8 Mai 1945
2022-11-14,2022,2022-11,Appartement (T2-T3),132500.0,45.0,2944.0,Le Mourillon,Rue Watteau
2022-11-10,2022,2022-11,Appartement (T2-T3),70000.0,55.0,1273.0,Saint-Roch,Le Richelieu
2022-11-10,2022,2022-11,Studio,56500.0,13.0,4346.0,Haute-ville,Rue Michel De Bourges
2022-11-10,2022,2022-11,Studio,61000.0,20.0,3050.0,Bon Rencontre,Rue F Pelloutier
2022-11-10,2022,2022-11,Appartement (T3-T4),277500.0,77.0,3604.0,Sect. DT,Rue Honore Pourchier
2022-11-10,2022,2022-11,Appartement (T3-T4),247000.0,68.0,3632.0,Brunet,Rue Ferdinand
2022-11-10,2022,2022-11,Studio,86000.0,27.0,3185.0,Pont du Las,Rue Victor Cochet
2022-11-10,2022,2022-11,Appartement (T3-T4),119000.0,66.0,1803.0,Sect. DW,Av Des Moulins
2022-11-10,2022,2022-11,Appartement (T2-T3),115000.0,41.0,2805.0,Faron,Quai Marmora
2022-11-10,2022,2022-11,Appartement (T3-T4),240000.0,79.0,3038.0,Pont du Las,Rue Du Docteur Barrois
2022-11-10,2022,2022-11,Appartement (T2-T3),272000.0,45.0,6044.0,Sainte-Musse,Rue Gustave Garaud
2022-11-10,2022,2022-11,Appartement (T3-T4),190000.0,74.0,2568.0,Le Mourillon,Av Forbin
2022-11-10,2022,2022-11,Appartement (T2-T3),110000.0,45.0,2444.0,Bon Rencontre,Pl Amiral Senes
2022-11-10,2022,2022-11,Appartement (T3-T4),129000.0,67.0,1925.0,Saint-Roch,Rue Moreau
2022-11-10,2022,2022-11,Appartement (T2-T3),122000.0,60.0,2033.0,Porte d'Italie,All Doc Henri Raoulx
2022-11-10,2022,2022-11,Appartement (T2-T3),135000.0,63.0,2143.0,Saint-Roch,Bd Louis Picon
2022-11-10,2022,2022-11,Appartement (T3-T4),90000.0,73.0,1233.0,Sect. DR,Rue David
2022-11-10,2022,2022-11,Appartement (T2-T3),136550.0,59.0,2314.0,La Chapelle,Av Philippe Lebon
2022-11-10,2022,2022-11,Appartement (T2-T3),99900.0,36.0,2775.0,Pont du Las,Av Louis Bozzo
2022-11-09,2022,2022-11,Appartement (T2-T3),196000.0,64.0,3062.0,La Serinette,Rue Pdt Robert Schuman
2022-11-09,2022,2022-11,Appartement (T3-T4),713000.0,95.0,7505.0,La Serinette,Bd Eugene Pelletan
2022-11-09,2022,2022-11,Appartement (T2-T3),80000.0,54.0,1481.0,La Serinette,Rue Massena
2022-11-09,2022,2022-11,Appartement (T2-T3),120000.0,62.0,1935.0,Saint-Antoine,Av Des Dardanelles
2022-11-09,2022,2022-11,Appartement (T3-T4),355000.0,95.0,3737.0,Haute-ville,Rue Champlain
2022-11-09,2022,2022-11,Appartement (T2-T3),125000.0,52.0,2404.0,Bon Rencontre,Rue Richard Andrieu
2022-11-09,2022,2022-11,Studio,74600.0,27.0,2763.0,Saint-Roch,Bd Barthelemy
2022-11-09,2022,2022-11,Appartement (T2-T3),152710.0,51.0,2994.0,Saint-Antoine,Imp Mirabeau
2022-11-09,2022,2022-11,Appartement (T3-T4),635000.0,86.0,7384.0,Sainte-Musse,Rue Marie Therese
2022-11-08,2022,2022-11,Appartement (T2-T3),51500.0,37.0,1392.0,Saint-Roch,Bd General Brosset
2022-11-08,2022,2022-11,Grande surface / Maison,301000.0,147.0,2048.0,Valbertrand,Rue Victor Clappier
2022-11-08,2022,2022-11,Appartement (T3-T4),673700.0,118.0,5709.0,Centre-ville,Imp Les Mas Des Terres Rouges
2022-11-08,2022,2022-11,Appartement (T2-T3),40000.0,40.0,1000.0,La Garde,Rue Edouard Herriot
2022-11-08,2022,2022-11,Appartement (T2-T3),73200.0,31.0,2361.0,Bon Rencontre,Rue Du Murier
2022-11-08,2022,2022-11,Grande surface / Maison,468000.0,188.0,2489.0,Porte d'Italie,Bd Marechal Joffre
2022-11-08,2022,2022-11,Appartement (T3-T4),50000.0,79.0,633.0,Bon Rencontre,Rue Des Tombades
2022-11-08,2022,2022-11,Appartement (T2-T3),220000.0,61.0,3607.0,La Serinette,Rue Denis Litardi
2022-11-08,2022,2022-11,Appartement (T2-T3),135000.0,47.0,2872.0,Valbertrand,Rue D Antrechaus
2022-11-08,2022,2022-11,Appartement (T3-T4),367300.0,85.0,4321.0,Saint-Roch,Bd Jacques Olive
2022-11-08,2022,2022-11,Appartement (T3-T4),174900.0,75.0,2332.0,Haute-ville,Av Docteur Fontan
2022-11-08,2022,2022-11,Appartement (T2-T3),105000.0,63.0,1667.0,Le Mourillon,Rue Reverdit
2022-11-08,2022,2022-11,Appartement (T2-T3),115000.0,54.0,2130.0,Bon Rencontre,Rue Larmodieu
2022-11-08,2022,2022-11,Appartement (T2-T3),209200.0,50.0,4184.0,Aguillon,Rue Henri Ste Claire Deville
2022-11-08,2022,2022-11,Appartement (T3-T4),135000.0,65.0,2077.0,Porte d'Italie,Rue De Suez
2022-11-08,2022,2022-11,Appartement (T2-T3),118000.0,57.0,2070.0,Saint-Antoine,Av Amiral Collet
2022-11-08,2022,2022-11,Appartement (T3-T4),168000.0,67.0,2507.0,Pont du Las,Av Francois Nardi
2022-11-08,2022,2022-11,Appartement (T3-T4),302000.0,78.0,3872.0,Sect. EH,Che De Moneiret
2022-11-08,2022,2022-11,Appartement (T3-T4),145000.0,66.0,2197.0,Bon Rencontre,Rue F Pelloutier
2022-11-08,2022,2022-11,Appartement (T2-T3),111800.0,41.0,2727.0,La Chapelle,Imp Honore
2022-11-08,2022,2022-11,Appartement (T3-T4),210000.0,66.0,3182.0,La Garde,Bd Philippe Ripert
2022-11-08,2022,2022-11,Appartement (T3-T4),205000.0,68.0,3015.0,Valbertrand,Av Franklin Roosevelt
2022-11-08,2022,2022-11,Appartement (T2-T3),325000.0,59.0,5508.0,Sect. DV,Imp Rigoumel
2022-11-07,2022,2022-11,Appartement (T2-T3),135000.0,43.0,3140.0,Faron,Av Aristide Briand
2022-11-07,2022,2022-11,Appartement (T2-T3),297450.0,59.0,5042.0,Sect. DT,Rue Jules Cesar
2022-11-07,2022,2022-11,Appartement (T3-T4),669950.0,98.0,6836.0,Pont du Las,Av Marceau
2022-11-07,2022,2022-11,Grande surface / Maison,519480.0,120.0,4329.0,Saint-Roch,Cor Marius Escartefigue
2022-11-07,2022,2022-11,Appartement (T3-T4),230000.0,72.0,3194.0,La Serinette,La Tour D'Ivoire
2022-11-07,2022,2022-11,Appartement (T2-T3),85000.0,45.0,1889.0,Valbertrand,Rue Picot
2022-11-07,2022,2022-11,Appartement (T2-T3),132600.0,56.0,2368.0,Le Mourillon,Av Joseph Gasquet
2022-11-07,2022,2022-11,Appartement (T2-T3),85000.0,54.0,1574.0,Bon Rencontre,Rue Larmodieu
2022-11-07,2022,2022-11,Appartement (T3-T4),128150.0,65.0,1972.0,Saint-Antoine,Rue Doc Carence
2022-11-07,2022,2022-11,Appartement (T2-T3),136000.0,57.0,2386.0,Cap Brun,Che De La Mauriniere
2022-11-07,2022,2022-11,Studio,82000.0,21.0,3905.0,Le Mourillon,Rue Pierre Bories
2022-11-07,2022,2022-11,Appartement (T3-T4),492500.0,108.0,4560.0,Pont du Las,Imp Bava
2022-11-07,2022,2022-11,Studio,142054.0,18.0,7892.0,Sect. DR,Rue David
2022-11-04,2022,2022-11,Bien exceptionnel,900000.0,440.0,2045.0,Sect. DS,Che Mon Paradis
2022-11-04,2022,2022-11,Appartement (T2-T3),195000.0,64.0,3047.0,Haute-ville,Rue Sicard
2022-11-04,2022,2022-11,Appartement (T2-T3),354950.0,57.0,6227.0,Sect. DV,Rue Groignard
2022-11-04,2022,2022-11,Appartement (T3-T4),281550.0,73.0,3857.0,Sect. DP,Che Mon Paradis
2022-11-04,2022,2022-11,Appartement (T3-T4),275000.0,70.0,3929.0,Saint-Roch,Imp Louis Bonamici
2022-11-04,2022,2022-11,Appartement (T2-T3),100000.0,52.0,1923.0,Saint-Roch,Av Bir Hakeim
2022-11-04,2022,2022-11,Appartement (T2-T3),215000.0,46.0,4674.0,La Serinette,Rue Denis Litardi
2022-11-04,2022,2022-11,Bien exceptionnel,618000.0,312.0,1981.0,Saint-Roch,Bd Georges Richard
2022-11-04,2022,2022-11,Appartement (T3-T4),354724.0,80.0,4434.0,Sainte-Musse,Rue Jean Bart
2022-11-04,2022,2022-11,Appartement (T2-T3),138000.0,58.0,2379.0,Saint-Roch,Rue Felix Mayol
2022-11-04,2022,2022-11,Studio,58000.0,23.0,2522.0,La Chapelle,Bd Marechal Joffre
2022-11-04,2022,2022-11,Appartement (T3-T4),210000.0,83.0,2530.0,Sect. DP,Che Mon Paradis
2022-11-04,2022,2022-11,Appartement (T2-T3),107000.0,30.0,3567.0,Faron,Quai Marmora
2022-11-04,2022,2022-11,Appartement (T2-T3),132000.0,63.0,2095.0,Faron,Av Aristide Briand
2022-11-04,2022,2022-11,Appartement (T2-T3),115000.0,44.0,2614.0,La Garde,Bd Paban
2022-11-04,2022,2022-11,Appartement (T3-T4),190000.0,113.0,1681.0,Brunet,Av De La Resistance
2022-11-03,2022,2022-11,Appartement (T3-T4),239000.0,97.0,2464.0,Saint-Antoine,Rue Mirabeau
2022-11-03,2022,2022-11,Appartement (T3-T4),155000.0,83.0,1867.0,Saint-Roch,Rue Felix Mayol
2022-11-03,2022,2022-11,Appartement (T3-T4),287000.0,96.0,2990.0,La Garde,Rue Victor Thouy
2022-11-03,2022,2022-11,Appartement (T3-T4),202000.0,99.0,2040.0,Brunet,Rue Amiral Nomy
2022-11-03,2022,2022-11,Appartement (T3-T4),165000.0,71.0,2324.0,Saint-Roch,Le Chambord
2022-11-03,2022,2022-11,Appartement (T3-T4),360000.0,76.0,4737.0,Sect. DV,Imp Des Chenes
2022-11-03,2022,2022-11,Appartement (T2-T3),89000.0,62.0,1435.0,Saint-Roch,Rue Du Jeu De Paume
2022-11-03,2022,2022-11,Appartement (T2-T3),192010.0,48.0,4000.0,Cap Brun,Che De La Barre
2022-11-03,2022,2022-11,Grande surface / Maison,139000.0,160.0,869.0,Saint-Roch,Av De Siblas
2022-11-03,2022,2022-11,Bien exceptionnel,252000.0,205.0,1229.0,La Garde,Av Clovis Hugues
2022-11-03,2022,2022-11,Appartement (T2-T3),90000.0,49.0,1837.0,Bon Rencontre,Rue Felix Pyat
2022-11-03,2022,2022-11,Appartement (T2-T3),139000.0,32.0,4344.0,Faron,Quai Marmora
2022-11-03,2022,2022-11,Appartement (T2-T3),128000.0,63.0,2032.0,Haute-ville,Av De Claret
2022-11-03,2022,2022-11,Appartement (T2-T3),163000.0,60.0,2717.0,La Garde,Rue Octave Teissier
2022-11-03,2022,2022-11,Appartement (T2-T3),105800.0,60.0,1763.0,Aguillon,Av Rene Cassin
2022-11-03,2022,2022-11,Appartement (T2-T3),139000.0,63.0,2206.0,Saint-Roch,Av Du 15E Corps
2022-11-03,2022,2022-11,Appartement (T2-T3),106000.0,40.0,2650.0,La Chapelle,Rue George Sand
2022-11-03,2022,2022-11,Grande surface / Maison,268000.0,128.0,2094.0,Haute-ville,Che De Plaisance
2022-11-02,2022,2022-11,Appartement (T3-T4),224000.0,90.0,2489.0,Saint-Roch,Av Emile Vincent
2022-11-02,2022,2022-11,Appartement (T2-T3),195000.0,59.0,3305.0,Aguillon,Chem Vx Chemin De Ste Musse
2022-11-02,2022,2022-11,Appartement (T3-T4),171000.0,71.0,2408.0,Sect. DP,Rue Du Lt Andre Fournier
2022-11-02,2022,2022-11,Appartement (T2-T3),107000.0,43.0,2488.0,Le Mourillon,Av Joseph Gasquet
2022-11-02,2022,2022-11,Appartement (T2-T3),135500.0,57.0,2377.0,Le Mourillon,All Georges Leygues
2022-11-02,2022,2022-11,Appartement (T3-T4),509000.0,83.0,6133.0,Brunet,Rue Mireille
2022-11-02,2022,2022-11,Appartement (T3-T4),173900.0,66.0,2635.0,Brunet,Bd Jules Michelet
2022-11-02,2022,2022-11,Appartement (T3-T4),365000.0,70.0,5214.0,Sainte-Musse,Imp Dutasta
2022-10-28,2022,2022-10,Appartement (T2-T3),115000.0,56.0,2054.0,Bon Rencontre,Rue Nicolas Laugier
2022-10-28,2022,2022-10,Appartement (T2-T3),180000.0,51.0,3529.0,Aguillon,Rue Henri Ste Claire Deville
2022-10-28,2022,2022-10,Appartement (T3-T4),189100.0,89.0,2125.0,La Chapelle,Rue Sainte Germaine
2022-10-28,2022,2022-10,Appartement (T2-T3),163000.0,61.0,2672.0,Saint-Roch,Av Des Lices
2022-10-28,2022,2022-10,Appartement (T3-T4),186000.0,86.0,2163.0,Le Mourillon,Av Joseph Gasquet
2022-10-28,2022,2022-10,Appartement (T2-T3),207500.0,58.0,3578.0,Sect. DS,Che De Forgentier
2022-10-28,2022,2022-10,Appartement (T3-T4),230000.0,90.0,2556.0,Le Mourillon,Av Colonel Picot
2022-10-28,2022,2022-10,Appartement (T3-T4),140000.0,71.0,1972.0,Le Mourillon,Av Forbin
2022-10-28,2022,2022-10,Appartement (T3-T4),230000.0,81.0,2840.0,Saint-Jean du Var,Bd Enseigne De Vaisseau Gues
2022-10-28,2022,2022-10,Grande surface / Maison,250000.0,128.0,1953.0,Sect. DX,Vc 2Eme Moulin D Ardennes
2022-10-28,2022,2022-10,Appartement (T3-T4),136000.0,66.0,2061.0,Saint-Roch,Av Du 15E Corps
2022-10-28,2022,2022-10,Appartement (T3-T4),356650.0,89.0,4007.0,Sect. DV,Rue Groignard
2022-10-28,2022,2022-10,Studio,75204.0,17.0,4424.0,La Chapelle,Bd Edgar Amigas
2022-10-28,2022,2022-10,Appartement (T3-T4),222000.0,102.0,2176.0,Valbertrand,Av Edouard Le Bellegou
2022-10-28,2022,2022-10,Appartement (T3-T4),182000.0,71.0,2563.0,Saint-Roch,Av De La Victoire Du 8 5 1945
2022-10-28,2022,2022-10,Appartement (T2-T3),94000.0,42.0,2238.0,Haute-ville,Che Du Beal
2022-10-28,2022,2022-10,Appartement (T3-T4),545000.0,100.0,5450.0,La Serinette,Rue Massena
2022-10-28,2022,2022-10,Appartement (T2-T3),120000.0,55.0,2182.0,Saint-Roch,Av Aristide Briand
2022-10-27,2022,2022-10,Appartement (T2-T3),125000.0,59.0,2119.0,Saint-Antoine,Rue Mirabeau
2022-10-27,2022,2022-10,Appartement (T3-T4),190000.0,106.0,1792.0,La Serinette,Av Mal De Lattre De Tassigny
2022-10-27,2022,2022-10,Appartement (T2-T3),100000.0,38.0,2632.0,Bon Rencontre,Rue D Astour
2022-10-27,2022,2022-10,Appartement (T3-T4),133000.0,68.0,1956.0,Saint-Antoine,Bd Pierre Toesca
2022-10-27,2022,2022-10,Bien exceptionnel,785000.0,257.0,3054.0,Bon Rencontre,Rue Henri Seillon
2022-10-27,2022,2022-10,Appartement (T3-T4),689000.0,80.0,8612.0,Sect. ET,Cd 46
2022-10-27,2022,2022-10,Grande surface / Maison,530000.0,137.0,3869.0,Sect. EP,Vc Des Garrigues
2022-10-27,2022,2022-10,Appartement (T2-T3),120000.0,41.0,2927.0,Haute-ville,Av General Gouraud
2022-10-27,2022,2022-10,Appartement (T2-T3),160000.0,39.0,4103.0,Sainte-Musse,Rue Lamalgue
2022-10-27,2022,2022-10,Appartement (T2-T3),84000.0,54.0,1556.0,Valbertrand,Av Franklin Roosevelt
2022-10-27,2022,2022-10,Appartement (T2-T3),130000.0,59.0,2203.0,Valbertrand,Bd De Strasbourg
2022-10-27,2022,2022-10,Studio,47579.0,22.0,2163.0,Saint-Antoine,Rue Jean Jaures
2022-10-27,2022,2022-10,Appartement (T2-T3),111000.0,34.0,3265.0,Valbertrand,Rue Victor Clappier
2022-10-27,2022,2022-10,Appartement (T3-T4),165000.0,112.0,1473.0,Sainte-Musse,Rue Lamalgue
2022-10-27,2022,2022-10,Bien exceptionnel,185000.0,214.0,864.0,Bon Rencontre,Rue Notre Dame
2022-10-27,2022,2022-10,Appartement (T2-T3),158000.0,62.0,2548.0,Porte d'Italie,Av Amiral Daveluy
2022-10-27,2022,2022-10,Studio,76870.0,29.0,2651.0,Bon Rencontre,Rue De La Glaciere
2022-10-27,2022,2022-10,Appartement (T3-T4),255850.0,82.0,3120.0,Pont du Las,Av Francois Nardi
2022-10-26,2022,2022-10,Appartement (T3-T4),148000.0,67.0,2209.0,Bon Rencontre,Rue Paul Lendrin
2022-10-26,2022,2022-10,Appartement (T3-T4),159000.0,80.0,1988.0,Saint-Roch,Av Emile Vincent
2022-10-26,2022,2022-10,Studio,120000.0,29.0,4138.0,Sainte-Musse,Rue Lamalgue
2022-10-26,2022,2022-10,Studio,47680.0,18.0,2649.0,Porte d'Italie,Bd Leon Bourgeois
2022-10-26,2022,2022-10,Appartement (T3-T4),311400.0,100.0,3114.0,La Serinette,Av Du Port De Plaisance
2022-10-26,2022,2022-10,Grande surface / Maison,360000.0,152.0,2368.0,La Garde,Bd Delescluze
2022-10-26,2022,2022-10,Appartement (T2-T3),79000.0,40.0,1975.0,Saint-Roch,Av Marechal Bugeaud
2022-10-26,2022,2022-10,Appartement (T2-T3),121000.0,41.0,2951.0,Saint-Roch,Rue Felix Mayol
2022-10-25,2022,2022-10,Appartement (T3-T4),275000.0,86.0,3198.0,Saint-Roch,Imp El Kantara
2022-10-25,2022,2022-10,Appartement (T3-T4),617761.0,73.0,8462.0,Saint-Roch,Bd Eve Lavalliere
2022-10-25,2022,2022-10,Appartement (T2-T3),165000.0,63.0,2619.0,Saint-Roch,Bd Docteur Charles Barnier
2022-10-25,2022,2022-10,Appartement (T2-T3),188200.0,35.0,5377.0,Saint-Antoine,Rue Mirabeau
2022-10-25,2022,2022-10,Appartement (T2-T3),142000.0,38.0,3737.0,Pont du Las,Av Marceau
2022-10-25,2022,2022-10,Appartement (T2-T3),125000.0,45.0,2778.0,Pont du Las,Av De Brunet
2022-10-25,2022,2022-10,Appartement (T3-T4),185000.0,78.0,2372.0,Valbertrand,Pl Cardinal Mazarin
2022-10-25,2022,2022-10,Appartement (T3-T4),522600.0,100.0,5226.0,Sainte-Musse,Rue Castel
2022-10-25,2022,2022-10,Appartement (T3-T4),199000.0,110.0,1809.0,Haute-ville,Av De Valbourdin
2022-10-25,2022,2022-10,Appartement (T3-T4),635000.0,90.0,7056.0,Brunet,Che Du Petit Bois
2022-10-25,2022,2022-10,Appartement (T3-T4),146000.0,65.0,2246.0,Porte d'Italie,Bd Du 11 Novembre 1918
2022-10-25,2022,2022-10,Appartement (T2-T3),30000.0,43.0,698.0,Bon Rencontre,Sq Etienne Pelabon
2022-10-25,2022,2022-10,Appartement (T2-T3),74000.0,33.0,2242.0,Haute-ville,All Aumonier Robineau
2022-10-25,2022,2022-10,Appartement (T2-T3),119000.0,56.0,2125.0,La Chapelle,Rue Danton
2022-10-25,2022,2022-10,Appartement (T3-T4),129000.0,83.0,1554.0,Sect. DS,Che De Forgentier
2022-10-25,2022,2022-10,Appartement (T3-T4),467400.0,81.0,5770.0,Le Pradet,Av Des Moulins
2022-10-25,2022,2022-10,Appartement (T3-T4),266000.0,69.0,3855.0,Champs-de-Mars,Av Joseph Louis Ortolan
2022-10-25,2022,2022-10,Appartement (T2-T3),150000.0,49.0,3061.0,La Serinette,Rue Helene Boucher
2022-10-25,2022,2022-10,Appartement (T2-T3),69000.0,38.0,1816.0,Saint-Antoine,Av Vauban
2022-10-25,2022,2022-10,Studio,73930.0,15.0,4929.0,Saint-Roch,Bd Barthelemy
2022-10-25,2022,2022-10,Appartement (T3-T4),240000.0,101.0,2376.0,Brunet,Av Francois Nardi
2022-10-24,2022,2022-10,Appartement (T3-T4),350000.0,74.0,4730.0,La Serinette,Imp Bellevue
2022-10-24,2022,2022-10,Appartement (T3-T4),116750.0,72.0,1622.0,Haute-ville,Av De Valbourdin
2022-10-24,2022,2022-10,Appartement (T2-T3),135000.0,49.0,2755.0,Sect. DS,Che De Forgentier
2022-10-24,2022,2022-10,Grande surface / Maison,400000.0,132.0,3030.0,Sect. DV,Imp Arbousiers
2022-10-24,2022,2022-10,Appartement (T2-T3),60000.0,62.0,968.0,Pont du Las,La Pinede
2022-10-24,2022,2022-10,Appartement (T3-T4),93788.96,90.0,1042.0,Saint-Roch,Av Du 15E Corps
2022-10-24,2022,2022-10,Appartement (T3-T4),122000.0,65.0,1877.0,Saint-Antoine,Bd Docteur Charles Barnier
2022-10-24,2022,2022-10,Appartement (T2-T3),152000.0,57.0,2667.0,Saint-Roch,Av Bir Hakeim
2022-10-24,2022,2022-10,Appartement (T2-T3),159500.0,58.0,2750.0,La Garde,Bd Paban
2022-10-24,2022,2022-10,Studio,84000.0,26.0,3231.0,Bon Rencontre,Rue Saint Vincent
2022-10-24,2022,2022-10,Appartement (T2-T3),140000.0,64.0,2188.0,Bon Rencontre,Crs Lafayette
2022-10-24,2022,2022-10,Grande surface / Maison,1198800.0,169.0,7093.0,Beaulieu,All Du Trelus
2022-10-24,2022,2022-10,Appartement (T2-T3),40000.0,40.0,1000.0,Bon Rencontre,Rue Baudin
2022-10-21,2022,2022-10,Studio,99500.0,20.0,4975.0,Sainte-Musse,Rue Josephine
2022-10-21,2022,2022-10,Appartement (T3-T4),135000.0,72.0,1875.0,Haute-ville,Av Du Las
2022-10-21,2022,2022-10,Appartement (T3-T4),550000.0,94.0,5851.0,Sect. DY,Che Des Fours A Chaux
2022-10-21,2022,2022-10,Studio,75700.0,12.0,6308.0,Saint-Antoine,Rue Mirabeau
2022-10-21,2022,2022-10,Grande surface / Maison,220000.0,154.0,1429.0,Brunet,Rue Louis Henseling
2022-10-21,2022,2022-10,Bien exceptionnel,446000.0,309.0,1443.0,La Chapelle,Rue Marnata
2022-10-21,2022,2022-10,Appartement (T3-T4),122000.0,84.0,1452.0,Saint-Roch,Av Leon Jouhaux
2022-10-21,2022,2022-10,Appartement (T3-T4),195000.0,72.0,2708.0,Porte d'Italie,Imp Honoraty
2022-10-21,2022,2022-10,Grande surface / Maison,510000.0,140.0,3643.0,Saint-Roch,Bd Colonel Albert Grant
2022-10-21,2022,2022-10,Grande surface / Maison,260000.0,140.0,1857.0,Saint-Antoine,Rue Paulin Guerin
2022-10-21,2022,2022-10,Studio,82110.0,20.0,4106.0,Bon Rencontre,Rue Victor Micholet
2022-10-21,2022,2022-10,Appartement (T3-T4),225000.0,81.0,2778.0,Sainte-Musse,Rue Ernest Renan
2022-10-21,2022,2022-10,Appartement (T3-T4),245000.0,94.0,2606.0,Le Mourillon,Av Forbin
2022-10-21,2022,2022-10,Appartement (T2-T3),108000.0,44.0,2455.0,Sainte-Musse,Bd Bazeilles
2022-10-21,2022,2022-10,Bien exceptionnel,235000.0,260.0,904.0,Bon Rencontre,Rue Richard Andrieu
2022-10-20,2022,2022-10,Appartement (T2-T3),93000.0,31.0,3000.0,Pont du Las,Av Commandant Jules Hamel
2022-10-20,2022,2022-10,Appartement (T3-T4),142500.0,68.0,2096.0,Pont du Las,Rue Lieutenant Leandri
2022-10-20,2022,2022-10,Appartement (T2-T3),187310.0,62.0,3021.0,Brunet,Rue General Michel Audeoud
2022-10-20,2022,2022-10,Appartement (T2-T3),172000.0,60.0,2867.0,La Chapelle,Bd Des Acacias
2022-10-20,2022,2022-10,Appartement (T3-T4),250000.0,82.0,3049.0,Pont du Las,Rue Michel Muscatelli
2022-10-20,2022,2022-10,Appartement (T3-T4),294000.0,80.0,3675.0,La Garde,Av Clovis Hugues
2022-10-20,2022,2022-10,Appartement (T3-T4),370000.0,80.0,4625.0,Bon Rencontre,Rue D Alger
2022-10-20,2022,2022-10,Appartement (T2-T3),149000.0,39.0,3821.0,Le Pradet,Av General Gouraud
2022-10-20,2022,2022-10,Appartement (T2-T3),79000.0,53.0,1491.0,Valbertrand,Bd De Tesse
2022-10-20,2022,2022-10,Appartement (T2-T3),92500.0,57.0,1623.0,Haute-ville,Av Docteur Fontan
2022-10-20,2022,2022-10,Appartement (T3-T4),169900.0,65.0,2614.0,Haute-ville,Av Docteur Fontan
2022-10-20,2022,2022-10,Appartement (T3-T4),164500.0,79.0,2082.0,Porte d'Italie,Rue Sandin
2022-10-20,2022,2022-10,Appartement (T2-T3),137000.0,56.0,2446.0,Le Mourillon,Av Joseph Gasquet
2022-10-20,2022,2022-10,Appartement (T3-T4),251100.0,68.0,3693.0,Pont du Las,Rue Meyer
2022-10-20,2022,2022-10,Appartement (T3-T4),366000.0,96.0,3812.0,Brunet,Rue Augustin Thierry
2022-10-20,2022,2022-10,Appartement (T3-T4),790000.0,107.0,7383.0,Beaulieu,Av De La Resistance
2022-10-20,2022,2022-10,Appartement (T2-T3),220000.0,57.0,3860.0,Saint-Roch,Imp Du Liban
2022-10-20,2022,2022-10,Appartement (T2-T3),90000.0,53.0,1698.0,Haute-ville,Av Du Las
2022-10-20,2022,2022-10,Grande surface / Maison,851000.0,147.0,5789.0,Sect. EX,Av Emile Fabre
2022-10-19,2022,2022-10,Studio,78840.0,20.0,3942.0,Valbertrand,Rue Truguet
2022-10-19,2022,2022-10,Appartement (T2-T3),30000.0,30.0,1000.0,La Chapelle,Bd Edgar Amigas
2022-10-19,2022,2022-10,Appartement (T2-T3),152500.0,59.0,2585.0,Sainte-Musse,Rue Castel
2022-10-19,2022,2022-10,Appartement (T2-T3),112878.52,50.0,2258.0,Saint-Roch,Bd Louis Picon
2022-10-19,2022,2022-10,Grande surface / Maison,334030.0,174.0,1920.0,Sect. DP,Rue Du Capitaine Masson
2022-10-19,2022,2022-10,Grande surface / Maison,923570.0,120.0,7696.0,La Serinette,Bd Eugene Pelletan
2022-10-19,2022,2022-10,Appartement (T2-T3),129495.0,42.0,3083.0,Brunet,Av De La Resistance
2022-10-18,2022,2022-10,Studio,146099.0,19.0,7689.0,Saint-Roch,Rue Reine Jeanne
2022-10-18,2022,2022-10,Grande surface / Maison,550000.0,166.0,3313.0,Haute-ville,Rue Michel De Bourges
2022-10-18,2022,2022-10,Appartement (T2-T3),230500.0,64.0,3602.0,La Garde,Av Des Routes
2022-10-18,2022,2022-10,Appartement (T3-T4),205300.0,96.0,2139.0,Saint-Roch,Av Emile Vincent
2022-10-18,2022,2022-10,Studio,50000.0,18.0,2778.0,Porte d'Italie,Bd Du 11 Novembre 1918
2022-10-18,2022,2022-10,Studio,95000.0,29.0,3276.0,Valbertrand,Rue Picot
