source,date_annonce,date_crawl,titre,type_bien,type_achat,budget_max,surface_min,nb_pieces,quartier_souhaite,criteres,url,description,prix,surface,prix_m2,quartier,date_publication,surface_m2,segment
LeBonCoin,,2026-03-10,Villa 2 pièces 49 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158793327,,243800.0,49.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement en viager 3 pièces 54 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131819632,,116000.0,54.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 5 pièces 157 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143628316,,590000.0,157.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 212 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158763344,,1090000.0,212.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement T4 Toulon Ouest Calme et Lumineux,Appartement,,,,4.0,,"calme, lumineux",https://www.leboncoin.fr/ad/ventes_immobilieres/3158752685,,215000.0,65.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 107 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111118295,,315000.0,107.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Villa 7 pièces 223 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135026295,,939000.0,223.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 164 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3117031558,,699000.0,164.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 5 pièces 85 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3072310862,,348500.0,85.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 1 pièce 28 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038855241,,109000.0,28.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 103 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148804851,,319500.0,103.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 16 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128306335,,61848.0,16.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 6 pièces 156 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3071212528,,595000.0,156.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Mourillon port saint louis. Tres bel appartement t3 vue mer. Grand balcon. Garage,Appartement,,,,3.0,,"parking/garage, jardin/terrasse, vue mer",https://www.leboncoin.fr/ad/ventes_immobilieres/3135404991,,340000.0,65.0,,mourillon,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 4 pièces - LA CLOSERAIE TOULON,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3060351454,,582000.0,94.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 152 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028270619,,550000.0,152.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 68 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147797288,,256250.0,68.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 92 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140573383,,250000.0,92.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 22 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138367317,,123000.0,22.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 49 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111399120,,128000.0,49.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 55 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079411577,,147350.0,55.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 64 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158725329,,223400.0,64.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 136 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3116555865,,530000.0,136.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 4 pièces 70 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130810337,,310000.0,70.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 4 pièces 130 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3067791058,,500000.0,130.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en viager 2 pièces 69 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2848205409,,74300.0,69.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Villa 7 pièces 166 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155076959,,660000.0,166.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 3 pièces 67 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123805406,,536000.0,67.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Loft 6 pièces 260 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2980531550,,450000.0,260.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2/3 chambres - ascenseur - balcon - stationnement,Appartement,,,,3.0,,"jardin/terrasse, ascenseur",https://www.leboncoin.fr/ad/ventes_immobilieres/3158664170,,166000.0,67.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 88 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127054509,,320000.0,88.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 82 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3097402627,,285000.0,82.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 48 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158659511,,130000.0,48.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en viager 2 pièces 47 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3041393577,,48600.0,47.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 112 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146661969,,648000.0,112.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en Viager 3 pièces 55 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2989313551,,135000.0,55.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 70 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059596868,,295000.0,70.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Toulon – Place de l’Opéra Superbe Appartement Haussmannien de 112 m² avec balcon et grands volumes,Appartement,,,,4.0,,jardin/terrasse,https://www.leboncoin.fr/ad/ventes_immobilieres/3135408632,,499000.0,112.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 53 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158609684,,295000.0,53.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 32 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2688305799,,138000.0,32.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 2 pièces - FERRYVILLE,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150854756,,189000.0,37.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 2 pièces - Toulon à 10 min à vélo de la plage de l'Anse de Magaud,Appartement,,,,2.0,,proche mer,https://www.leboncoin.fr/ad/ventes_immobilieres/3150861406,,220000.0,41.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 73 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095908157,,232000.0,73.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 75 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158599284,,178000.0,75.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 9 pièces 150 m²,Autre,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126521104,,550000.0,150.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 47 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3062616967,,167000.0,47.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison de ville 5 pièces 135 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124230408,,750000.0,135.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Loft 2 pièces 37 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110732847,,139000.0,37.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 37 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3098179902,,159000.0,37.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 17 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2349117437,,83000.0,17.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 65 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095762558,,250000.0,65.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 4 pièces 87 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3122805462,,189000.0,87.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 79 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151670047,,225000.0,79.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 98 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3100080839,,282000.0,98.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 84 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079250269,,289000.0,84.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Toulon Port Marchand T3 66m2 avec Balcon vue mer et cave,Appartement,,,,3.0,,"jardin/terrasse, vue mer, cave",https://www.leboncoin.fr/ad/ventes_immobilieres/3135397628,,205000.0,66.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 74 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138858798,,143000.0,74.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en Viager 3 pièces 70 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136744296,,109900.0,70.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Loft 3 pièces 86 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132609888,,370000.0,86.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 11 pièces 201 m²,Maison,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066145810,,949000.0,201.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Toulon la loubiere dans residence de 2014 - t2 avec parking sous sol,Appartement,,,,2.0,,parking/garage,https://www.leboncoin.fr/ad/ventes_immobilieres/3143222175,,138000.0,38.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 64 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3085246618,,299000.0,64.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 6 pièces 90 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327639,,299000.0,90.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 72 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095696264,,314000.0,72.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 39 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123200218,,144000.0,39.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,T5 - TOULON secteur claret,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146041095,,217000.0,79.0,,claret,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 87 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028399150,,226000.0,87.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 113 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3025323933,,279900.0,113.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 120 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143083743,,425000.0,120.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement en Viager 4 pièces 142 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3068068443,,693600.0,142.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 56 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130668385,,120000.0,56.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 67 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128532673,,295000.0,67.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 76 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3107848057,,244000.0,76.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 126 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091038927,,259000.0,126.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Studio 1 pièce 17 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2410365222,,82000.0,17.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 70 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131288168,,187000.0,70.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 36 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123200978,,125000.0,36.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 63 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3117031561,,145000.0,63.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 55 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146162240,,117000.0,55.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 9 pièces 211 m²,Appartement,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3077918372,,684000.0,211.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 26 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3058945348,,90000.0,26.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 31 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2965856439,,140000.0,31.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 77 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123249382,,201680.0,77.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 6 pièces 129 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104402869,,436000.0,129.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 34 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079064870,,78000.0,34.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 5 pièces 116 m²,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3064427618,,285000.0,116.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 6 pièces 158 m²,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150689128,,575000.0,158.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 8 pièces 256 m²,Autre,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135086556,,649000.0,256.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 52 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110982862,,103200.0,52.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement - 1 pièce - VAL D'ORIA,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136052811,,230000.0,45.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 1 pièce 18 m²,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135678523,,42000.0,18.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Propriété 6 pièces 180 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506549,,879000.0,180.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Appartement 2 pièces 25 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148501968,,82000.0,25.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 74 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140610555,,235000.0,74.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 2 pièces 28 m²,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130835913,,92000.0,28.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 4 pièces 89 m²,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114549802,,285000.0,89.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Appartement 3 pièces 81 m²,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506522,,189000.0,81.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Immeuble 207 m² Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113600429,,498000.0,207.0,,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Propriété 6 pièces 165 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159279013,,920000.0,165.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 3 pièces 45 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155598555,,262000.0,45.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 4 pièces 103 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159276018,,884000.0,103.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 142 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150061182,,665000.0,142.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 6 pièces 150 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140519031,,770000.0,150.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 8 pièces 266 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3054030336,,3900000.0,266.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 140 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159204197,,779000.0,140.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de ville 3 pièces 78 m²,Maison,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3100767604,,195000.0,78.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 165 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3002276494,,2484000.0,165.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 120 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152380027,,625000.0,120.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 8 pièces 270 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2952380875,,1555000.0,270.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 90 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124757240,,420000.0,90.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 105 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151872923,,419000.0,105.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 7 pièces 150 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150145648,,810000.0,150.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 6 pièces 140 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151549913,,885000.0,140.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété en Viager 6 pièces 185 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143603561,,521880.0,185.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 186 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079994298,,960000.0,186.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 6 pièces 118 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154933270,,441000.0,118.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison . 8 pièces . 270 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2952185647,,1260000.0,270.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 130 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111641375,,467000.0,130.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 9 pièces 185 m²,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134755957,,960000.0,185.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 4 pièces 200 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138363688,,1115000.0,200.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Terrain 2 151 m² Toulon,Terrain,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691272,,370000.0,151.0,2450.0,Non precise,,,Non classifié
LeBonCoin,,2026-03-10,Maison 4 pièces 140 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128788920,,745000.0,140.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 5 pièces 93 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154675711,,385000.0,93.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 9 pièces 220 m²,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154086649,,1290000.0,220.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison de ville 4 pièces 60 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138209716,,336000.0,60.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 8 pièces 280 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092093021,,1680000.0,280.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 9 pièces 220 m²,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153643055,,1290000.0,220.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 7 pièces 220 m²,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132685640,,1199000.0,220.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 2 pièces 55 m²,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126431367,,308000.0,55.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 6 pièces 175 m²,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101469949,,815000.0,175.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Villa 4 pièces 89 m²,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146004911,,495000.0,89.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Maison 8 pièces 219 m²,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154380020,,1095000.0,219.0,,Non precise,,,Chercheur maison/villa
LeBonCoin,,2026-03-10,Propriété 5 pièces 142 m²,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104102455,,970000.0,142.0,,Non precise,,,Chercheur maison/villa
