source,date_annonce,date_crawl,titre,type_bien,type_achat,budget_max,surface_min,nb_pieces,quartier_souhaite,criteres,url,description,prix,surface,prix_m2,quartier,date_publication,surface_m2,segment
LeBonCoin,,,Appartement 5 pices 88 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127054509,,320000.0,,3636.0,,2026-01-13,88.0,Non classifié
LeBonCoin,,,Appartement 3 pices 59 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3102310861,,217000.0,,3678.0,,2026-01-23,59.0,Non classifié
LeBonCoin,,,Appartement 4 pices 82 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3097402627,,285000.0,,3476.0,,2026-01-14,82.0,Non classifié
LeBonCoin,,,Appartement 2 pices 36 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2977220770,,117000.0,,3250.0,,2025-04-23,36.0,Non classifié
LeBonCoin,,,Appartement 2 pices 48 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158659511,,130000.0,,2708.0,,2026-03-09,48.0,Non classifié
LeBonCoin,,,Appartement en viager 2 pices 47 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3041393577,,48600.0,,1034.0,,2025-08-18,47.0,Non classifié
LeBonCoin,,,Appartement 4 pices 112 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146661969,,648000.0,,5786.0,,2026-02-17,112.0,Non classifié
LeBonCoin,,,Appartement en Viager 3 pices 55 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2989313551,,135000.0,,2455.0,,2025-05-13,55.0,Non classifié
LeBonCoin,,,Appartement 3 pices 70 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059596868,,295000.0,,4214.0,,2025-09-17,70.0,Non classifié
LeBonCoin,,,Toulon  Place de lOpra Superbe Appartement Haussmannien de 112 m avec balcon et grands volumes,Appartement,,,,4.0,,jardin/terrasse,https://www.leboncoin.fr/ad/ventes_immobilieres/3135408632,,499000.0,,4455.0,,2025-12-12,112.0,Non classifié
LeBonCoin,,,Appartement 2 pices 53 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158609684,,295000.0,,5566.0,,2026-03-09,53.0,Non classifié
LeBonCoin,,,Studio 1 pice 25 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158603084,,82000.0,,3280.0,,2026-03-09,25.0,Non classifié
LeBonCoin,,,Appartement 4 pices 73 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095908157,,232000.0,,3178.0,,2026-03-09,73.0,Non classifié
LeBonCoin,,,Appartement - 4 pices - LA CLOSERAIE TOULON,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3060351454,,582000.0,,6191.0,,2025-09-17,94.0,Non classifié
LeBonCoin,,,Appartement 4 pices 75 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158599284,,178000.0,,2373.0,,2026-03-09,75.0,Non classifié
LeBonCoin,,,Appartement 2 pices 47 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3062616967,,167000.0,,3553.0,,2026-03-09,47.0,Non classifié
LeBonCoin,,,Appartement 3 pices 82 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158564844,,328000.0,,4000.0,,2026-03-08,82.0,Non classifié
LeBonCoin,,,Appartement 3 pices 69 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095911663,,169000.0,,2449.0,,2026-03-08,69.0,Non classifié
LeBonCoin,,,Appartement 5 pices 92 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148415644,,415000.0,,4511.0,,2026-02-20,92.0,Non classifié
LeBonCoin,,,Maison de ville 5 pices 135 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124230408,,750000.0,,5556.0,,2026-03-05,135.0,Chercheur maison/villa
LeBonCoin,,,Loft 2 pices 37 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110732847,,139000.0,,3757.0,,2026-02-05,37.0,Non classifié
LeBonCoin,,,Appartement 3 pices 53 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152021914,,165000.0,,3113.0,,2026-02-27,53.0,Non classifié
LeBonCoin,,,Appartement 1 pice 37 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3098179902,,159000.0,,4297.0,,2026-01-16,37.0,Non classifié
LeBonCoin,,,Appartement 3 pices 51 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124685194,,128000.0,,2510.0,,2026-03-06,51.0,Non classifié
LeBonCoin,,,Appartement 2 pices 30 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3075090103,,119000.0,,3967.0,,2026-02-04,30.0,Non classifié
LeBonCoin,,,Appartement 1 pice 17 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2349117437,,83000.0,,4882.0,,2023-05-15,17.0,Non classifié
LeBonCoin,,,Appartement 3 pices 71 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135876028,,434000.0,,6113.0,,2026-01-29,71.0,Non classifié
LeBonCoin,,,Immeuble 65 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095762558,,250000.0,,3846.0,,2026-03-08,65.0,Non classifié
LeBonCoin,,,Studio 4 pices 87 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3122805462,,189000.0,,2172.0,,2026-03-02,87.0,Non classifié
LeBonCoin,,,Appartement 4 pices 79 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151670047,,225000.0,,2848.0,,2026-02-26,79.0,Non classifié
LeBonCoin,,,Appartement 2 pices 42 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055655258,,189000.0,,4500.0,,2025-09-11,42.0,Non classifié
LeBonCoin,,,Appartement 2 pices 52 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113747323,,121800.0,,2342.0,,2026-02-10,52.0,Non classifié
LeBonCoin,,,Appartement 2 pices 49 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3099860619,,234300.0,,4782.0,,2026-01-18,49.0,Non classifié
LeBonCoin,,,Appartement 5 pices 82 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2956990584,,193000.0,,2354.0,,2025-03-21,82.0,Non classifié
LeBonCoin,,,Appartement 2 pices 37 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148526109,,180000.0,,4865.0,,2026-02-21,37.0,Non classifié
LeBonCoin,,,Studio 1 pice 21 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3145870417,,155000.0,,7381.0,,2026-02-16,21.0,Non classifié
LeBonCoin,,,Appartement 5 pices 98 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3100080839,,282000.0,,2878.0,,2025-10-17,98.0,Non classifié
LeBonCoin,,,Appartement 3 pices 84 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079250269,,289000.0,,3440.0,,2026-02-11,84.0,Non classifié
LeBonCoin,,,Appartement 4 pices 95 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3145977768,,599000.0,,6305.0,,2026-02-16,95.0,Non classifié
LeBonCoin,,,Appartement 3 pices 74 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138858798,,143000.0,,1932.0,,2026-02-03,74.0,Non classifié
LeBonCoin,,,Appartement en Viager 3 pices 70 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136744296,,109900.0,,1570.0,,2026-01-31,70.0,Non classifié
LeBonCoin,,,Loft 3 pices 86 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132609888,,370000.0,,4302.0,,2026-01-23,86.0,Non classifié
LeBonCoin,,,Maison 11 pices 201 m,Maison,,,,11.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066145810,,949000.0,,4721.0,,2026-01-18,201.0,Chercheur maison/villa
LeBonCoin,,,Appartement 3 pices 63 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148494418,,423000.0,,6714.0,,2026-02-06,63.0,Non classifié
LeBonCoin,,,Appartement 2 pices 45 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136601556,,97470.0,,2166.0,,2026-01-30,45.0,Non classifié
LeBonCoin,,,Appartement 4 pices 96 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3087840194,,345000.0,,3594.0,,2026-02-25,96.0,Non classifié
LeBonCoin,,,Appartement 4 pices 66 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3043125115,,230000.0,,3485.0,,2025-08-21,66.0,Non classifié
LeBonCoin,,,Appartement 3 pices 64 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3085246618,,299000.0,,4672.0,,2026-02-21,64.0,Non classifié
LeBonCoin,,,Appartement 6 pices 90 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106327639,,299000.0,,3322.0,,2026-01-30,90.0,Non classifié
LeBonCoin,,,Appartement 5 pices 72 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095696264,,314000.0,,4361.0,,2026-03-08,72.0,Non classifié
LeBonCoin,,,Appartement 2 pices 39 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123200218,,144000.0,,3692.0,,2026-03-03,39.0,Non classifié
LeBonCoin,,,Appartement 3 pices 56 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3115895521,,315000.0,,5625.0,,2026-02-15,56.0,Non classifié
LeBonCoin,,,Appartement 2 pices 44 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3077939746,,137000.0,,3114.0,,2025-09-23,44.0,Non classifié
LeBonCoin,,,Appartement 3 pices 68 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3072310866,,278800.0,,4100.0,,2026-01-30,68.0,Non classifié
LeBonCoin,,,Appartement 4 pices 78 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3003385786,,369000.0,,4731.0,,2025-06-07,78.0,Non classifié
LeBonCoin,,,Appartement 4 pices 87 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3028399150,,226000.0,,2598.0,,2025-07-23,87.0,Non classifié
LeBonCoin,,,Appartement 5 pices 113 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3025323933,,279900.0,,2477.0,,2025-07-18,113.0,Non classifié
LeBonCoin,,,Appartement 3 pices 60 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3012087094,,345000.0,,5750.0,,2025-06-23,60.0,Non classifié
LeBonCoin,,,Appartement 3 pices 55 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2980002081,,238500.0,,4336.0,,2025-04-28,55.0,Non classifié
LeBonCoin,,,Appartement 3 pices 62 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2868523297,,413000.0,,6661.0,,2025-06-24,62.0,Non classifié
LeBonCoin,,,Appartement 4 pices 85 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095760017,,345000.0,,4059.0,,2026-03-08,85.0,Non classifié
LeBonCoin,,,Appartement 5 pices 120 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143083743,,425000.0,,3542.0,,2026-02-11,120.0,Non classifié
LeBonCoin,,,Appartement en Viager 4 pices 142 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3068068443,,693600.0,,4885.0,,2026-01-26,142.0,Non classifié
LeBonCoin,,,Appartement 3 pices 57 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146161105,,370000.0,,6491.0,,2026-02-16,57.0,Non classifié
LeBonCoin,,,Appartement 2 pices 56 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130668385,,120000.0,,2143.0,,2026-01-19,56.0,Non classifié
LeBonCoin,,,Appartement 4 pices 67 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128532673,,295000.0,,4403.0,,2026-01-16,67.0,Non classifié
LeBonCoin,,,Appartement 4 pices 76 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3107848057,,244000.0,,3211.0,,2026-01-31,76.0,Non classifié
LeBonCoin,,,Appartement 5 pices 126 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3091038927,,259000.0,,2056.0,,2026-03-03,126.0,Non classifié
LeBonCoin,,,Studio 1 pice 17 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2410365222,,82000.0,,4824.0,,2023-09-13,17.0,Non classifié
LeBonCoin,,,Appartement 5 pices 100 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154381295,,315000.0,,3150.0,,2026-03-03,100.0,Non classifié
LeBonCoin,,,Appartement 4 pices 70 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131288168,,187000.0,,2671.0,,2026-01-21,70.0,Non classifié
LeBonCoin,,,Appartement 4 pices 81 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038640342,,185500.0,,2290.0,,2025-08-12,81.0,Non classifié
LeBonCoin,,,Appartement 2 pices 63 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3117031561,,145000.0,,2302.0,,2026-02-18,63.0,Non classifié
LeBonCoin,,,Appartement 2 pices 55 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146162240,,117000.0,,2127.0,,2026-02-16,55.0,Non classifié
LeBonCoin,,,Appartement 3 pices 86 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146006585,,218000.0,,2535.0,,2026-02-16,86.0,Non classifié
LeBonCoin,,,Appartement 2 pices 40 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136601559,,102800.0,,2570.0,,2026-01-30,40.0,Non classifié
LeBonCoin,,,Appartement 9 pices 211 m,Appartement,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3077918372,,684000.0,,3242.0,,2026-02-08,211.0,Non classifié
LeBonCoin,,,Appartement 1 pice 26 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3058945348,,90000.0,,3462.0,,2026-03-02,26.0,Non classifié
LeBonCoin,,,Appartement 3 pices 54 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2892608444,,209000.0,,3870.0,,2024-11-28,54.0,Non classifié
LeBonCoin,,,Immeuble 9 pices 150 m,Autre,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126521104,,550000.0,,3667.0,,2026-01-12,150.0,Non classifié
LeBonCoin,,,Appartement 2 pices 46 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3031371301,,128000.0,,2783.0,,2025-07-28,46.0,Non classifié
LeBonCoin,,,Appartement 1 pice 31 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2965856439,,140000.0,,4516.0,,2025-04-04,31.0,Non classifié
LeBonCoin,,,Appartement 3 pices 61 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146007033,,145000.0,,2377.0,,2026-02-16,61.0,Non classifié
LeBonCoin,,,Appartement 2 pices 77 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123249382,,201680.0,,2619.0,,2026-03-02,77.0,Non classifié
LeBonCoin,,,Appartement 4 pices 65 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128961169,,160000.0,,2462.0,,2026-01-17,65.0,Non classifié
LeBonCoin,,,Appartement 6 pices 129 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104402869,,436000.0,,3380.0,,2026-01-26,129.0,Non classifié
LeBonCoin,,,Appartement 2 pices 34 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079064870,,78000.0,,2294.0,,2026-02-11,34.0,Non classifié
LeBonCoin,,,Appartement 3 pices 73 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104474182,,243000.0,,3329.0,,2026-01-26,73.0,Non classifié
LeBonCoin,,,Appartement 5 pices 116 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3064427618,,285000.0,,2457.0,,2026-01-16,116.0,Non classifié
LeBonCoin,,,Appartement 6 pices 158 m,Appartement,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150689128,,575000.0,,3639.0,,2026-02-12,158.0,Non classifié
LeBonCoin,,,Immeuble 8 pices 256 m,Autre,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135086556,,649000.0,,2535.0,,2026-01-27,256.0,Non classifié
LeBonCoin,,,Appartement 4 pices 86 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132497447,,193000.0,,2244.0,,2026-01-23,86.0,Non classifié
LeBonCoin,,,Appartement 3 pices 52 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110982862,,103200.0,,1985.0,,2026-02-05,52.0,Non classifié
LeBonCoin,,,Appartement - 1 pice - VAL D'ORIA,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136052811,,230000.0,,5111.0,,2026-03-08,45.0,Non classifié
LeBonCoin,,,Appartement 1 pice 18 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135678523,,42000.0,,2333.0,,2026-01-28,18.0,Non classifié
LeBonCoin,,,Proprit 6 pices 180 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506549,,879000.0,,4883.0,,2026-03-03,180.0,Chercheur maison/villa
LeBonCoin,,,Appartement 2 pices 25 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148501968,,82000.0,,3280.0,,2026-02-20,25.0,Non classifié
LeBonCoin,,,Appartement 4 pices 74 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140610555,,235000.0,,3176.0,,2026-02-06,74.0,Non classifié
LeBonCoin,,,Appartement 2 pices 28 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130835913,,92000.0,,3286.0,,2026-01-20,28.0,Non classifié
LeBonCoin,,,Appartement 4 pices 89 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114549802,,285000.0,,3202.0,,2026-02-12,89.0,Non classifié
LeBonCoin,,,Appartement 3 pices 81 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506522,,189000.0,,2333.0,,2026-03-03,81.0,Non classifié
LeBonCoin,,,Immeuble 207 m Toulon,Autre,,,,,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3113600429,,498000.0,,2406.0,,2026-02-10,207.0,Non classifié
LeBonCoin,,,Maison 6 pices 240 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982482239,,1190000.0,,4958.0,,2025-05-02,240.0,Chercheur maison/villa
LeBonCoin,,,Appartement 2 pices 54 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3084726123,,199000.0,,3685.0,,2026-02-21,54.0,Non classifié
LeBonCoin,,,T1 au cur du Mourillon aucun travaux  prvoir,Appartement,,,,1.0,,travaux,https://www.leboncoin.fr/ad/ventes_immobilieres/3157801299,,109500.0,,4562.0,mourillon,2026-03-08,24.0,Non classifié
LeBonCoin,,,Appartement 1 pice 34 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3085302981,,95000.0,,2794.0,,2026-02-21,34.0,Non classifié
LeBonCoin,,,Appartement 5 pices 104 m,Appartement,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132876990,,300000.0,,2885.0,,2026-01-24,104.0,Non classifié
LeBonCoin,,,Appartement - 2 pices - VAL D'ORIA,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3058829293,,178000.0,,4140.0,,2026-03-08,43.0,Non classifié
LeBonCoin,,,Maison 5 pices 122 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130524701,,555000.0,,4549.0,,2026-01-19,122.0,Chercheur maison/villa
LeBonCoin,,,Villa 9 pices 223 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154645244,,900000.0,,4036.0,,2026-03-03,223.0,Chercheur maison/villa
LeBonCoin,,,Appartement - 3 pices - VAL D'ORIA,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055609742,,254000.0,,4164.0,,2026-03-08,61.0,Non classifié
LeBonCoin,,,Maison - 6 pices - LA CLOSERAIE TOULON,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055567012,,850000.0,,4722.0,,2025-09-08,180.0,Chercheur maison/villa
LeBonCoin,,,Appartement - 4 pices - VAL D'ORIA,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3058829295,,334000.0,,4073.0,,2026-03-08,82.0,Non classifié
LeBonCoin,,,Studio 1 pice 30 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055044007,,131000.0,,4367.0,,2025-09-10,30.0,Non classifié
LeBonCoin,,,Appartement 1 pice 39 m,Appartement,,,,1.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131560542,,139000.0,,3564.0,,2026-01-21,39.0,Non classifié
LeBonCoin,,,Appartement 3 pices 58 m,Appartement,,,,3.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2910821915,,130000.0,,2241.0,,2024-12-30,58.0,Non classifié
LeBonCoin,,,Appartement 2 pices 51 m,Appartement,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3074408141,,161200.0,,3161.0,,2025-09-21,51.0,Non classifié
LeBonCoin,,,Maison en viager 4 pices 131 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2767259446,,220000.0,,1679.0,,2024-07-03,131.0,Chercheur maison/villa
LeBonCoin,,,Appartement 4 pices 103 m,Appartement,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/2450014264,,285000.0,,2767.0,,2023-11-22,103.0,Non classifié
LeBonCoin,,,Maison 4 pices 140 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128788920,,745000.0,,5321.0,,2026-01-16,140.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 93 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154675711,,385000.0,,4140.0,,2026-03-03,93.0,Chercheur maison/villa
LeBonCoin,,,Maison 9 pices 220 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154086649,,1290000.0,,5864.0,,2026-03-02,220.0,Chercheur maison/villa
LeBonCoin,,,Maison de ville 4 pices 60 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138209716,,336000.0,,5600.0,,2026-02-02,60.0,Chercheur maison/villa
LeBonCoin,,,Proprit 6 pices 165 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158678683,,920000.0,,5576.0,,2026-03-09,165.0,Chercheur maison/villa
LeBonCoin,,,Maison 8 pices 280 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092093021,,1680000.0,,6000.0,,2026-03-04,280.0,Chercheur maison/villa
LeBonCoin,,,Proprit 9 pices 220 m,Maison,,,,9.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153643055,,1290000.0,,5864.0,,2026-03-01,220.0,Chercheur maison/villa
LeBonCoin,,,Villa 7 pices 220 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132685640,,1199000.0,,5450.0,,2026-01-07,220.0,Chercheur maison/villa
LeBonCoin,,,Maison 2 pices 55 m,Maison,,,,2.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126431367,,308000.0,,5600.0,,2026-03-08,55.0,Chercheur maison/villa
LeBonCoin,,,Proprit 6 pices 175 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101469949,,815000.0,,4657.0,,2026-02-06,175.0,Chercheur maison/villa
LeBonCoin,,,Villa 4 pices 89 m,Maison,,,,4.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146004911,,495000.0,,5562.0,,2026-02-16,89.0,Chercheur maison/villa
LeBonCoin,,,Maison 8 pices 219 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154380020,,1095000.0,,5000.0,,2026-03-03,219.0,Chercheur maison/villa
LeBonCoin,,,Proprit 5 pices 142 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104102455,,970000.0,,6831.0,,2025-11-11,142.0,Chercheur maison/villa
LeBonCoin,,,Maison 6 pices 170 m,Maison,,,,6.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154580881,,950000.0,,5588.0,,2026-03-03,170.0,Chercheur maison/villa
LeBonCoin,,,Maison en Viager 5 pices 105 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139645269,,151500.0,,1443.0,,2026-02-05,105.0,Chercheur maison/villa
LeBonCoin,,,Maison 5 pices 120 m,Maison,,,,5.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3043646583,,570000.0,,4750.0,,2025-08-22,120.0,Chercheur maison/villa
LeBonCoin,,,Proprit 8 pices 240 m,Maison,,,,8.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038377513,,1380000.0,,5750.0,,2025-08-11,240.0,Chercheur maison/villa
LeBonCoin,,,Proprit 10 pices 265 m,Maison,,,,10.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128049678,,1340000.0,,5057.0,,2026-01-15,265.0,Chercheur maison/villa
LeBonCoin,,,Maison 7 pices 280 m,Maison,,,,7.0,,,https://www.leboncoin.fr/ad/ventes_immobilieres/3019493746,,1680000.0,,6000.0,,2025-07-07,280.0,Chercheur maison/villa
